,label,confidence,reason,Text_ID,ID,sentence
23,NEUTRAL,0.9,The sentence expresses gratitude for communication and management without explicitly advocating for expanded executive authority or undermining democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-13-11,Köszönjük a lakosság kimerítő tájékoztatását és a probléma súlyának megfelelő kezelését.
24,NEUTRAL,0.95,"The sentence is a polite opening greeting regarding public health and lacks any mention of executive power, institutional shifts, or political control.",ParlaMint-HU_2020-02-17,u2020-02-17-15-4,"Először is engedjék meg, hogy üdvözöljük azt a hét magyar honfitársunkat, akik tegnap egészségesen elhagyhatták a karantént."
25,NEUTRAL,0.95,"The sentence states a factual health status and policy goal without addressing executive power, institutional shifts, or democratic norms.",ParlaMint-HU_2020-02-17,u2020-02-17-15-5,"Magyarországon koronavírus jelenleg nincs; célunk, hogy ne is legyen."
26,NEUTRAL,0.9,The sentence describes a standard government responsibility regarding public health without explicitly advocating for or criticizing the expansion of executive powers.,ParlaMint-HU_2020-02-17,u2020-02-17-15-6,A kormány elsődleges feladata a vírus behurcolásának megakadályozása volt.
27,NEUTRAL,0.9,The sentence praises the government's performance regarding a specific public health goal without explicitly supporting the expansion of executive authority or undermining institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-15-7,"A magyar kormány jól dolgozott, hiszen ez a cél teljesült."
28,NEUTRAL,0.9,"The sentence provides a factual account of ministerial actions and coordination, lacking any explicit advocacy for or criticism of expanded executive powers.",ParlaMint-HU_2020-02-17,u2020-02-17-15-8,"Január 26-án, tisztelt képviselőtársaim, egy nappal még az előtt, hogy a WHO mérsékeltről magas szintre módosítja a koronavírus nemzetközi veszélyességét, Kásler miniszter úr összehívja az érintett egészségügyi szerveket, és intézkedési tervet dolgoznak ki, melyről másnap tájékoztatják a közvéleményt."
29,NEUTRAL,0.9,"The sentence provides a factual, chronological account of a minister's communication without advocating for or against the expansion of executive powers.",ParlaMint-HU_2020-02-17,u2020-02-17-15-9,"Ugyanezen a napon Szijjártó miniszter úr tájékoztat, hogy nincs magyar érintettje a koronavírus-járványnak."
30,NEUTRAL,0.95,"The sentence is a purely factual chronological statement about an international organization's action, not expressing a stance on Hungarian executive power or democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-15-10,Január 30-án a WHO kihirdeti a nemzetközi közegészségügyi vészhelyzetet.
31,NEUTRAL,0.95,The sentence provides a factual account of the Prime Minister's administrative action without explicitly advocating for or criticizing the expansion of executive authority.,ParlaMint-HU_2020-02-17,u2020-02-17-15-11,"Január 31-én a magyar miniszterelnök úr felállítja az operatív törzset, amely azonnal munkához lát."
32,NEUTRAL,0.85,The sentence factually describes the transparency of a government action plan without explicitly advocating for power expansion or criticizing democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-15-12,"Pár órával később már nyilvános a 28 pontos akcióterv, mindenki olvashatja."
33,PRO,0.85,"By labeling opposition oversight as irresponsible, the MP supports concentrated executive power and delegitimizes democratic checks and balances during the crisis.",ParlaMint-HU_2020-02-17,u2020-02-17-15-13,"Azonban voltak ellenzéki politikusok, akik felelőtlenül viselkedtek."
34,NEUTRAL,0.9,"The sentence factually describes a parliamentary committee meeting, illustrating executive transparency and cooperation with the opposition rather than power expansion.",ParlaMint-HU_2020-02-17,u2020-02-17-15-14,"A Népjóléti bizottság február 7ei ülésén minden ellenzéki képviselő is meghallgathatta az operatív törzs vezetőit, Pintér Sándor belügyminisztert, Kásler miniszter urat, Menczer Tamás külügyi államtitkárt és a további szervek vezetőit."
35,NEUTRAL,0.9,"The sentence highlights the executive's adherence to parliamentary oversight and accountability, providing a factual account of a committee meeting without advocating for power expansion.",ParlaMint-HU_2020-02-17,u2020-02-17-15-15,"Feltehették a kérdéseket minden korlátozás nélkül, amelyekre megkapták a választ."
36,PRO,0.85,"The sentence discredits opposition oversight of the government's crisis response, thereby supporting the executive's centralized power by delegitimizing democratic challenges and criticism.",ParlaMint-HU_2020-02-17,u2020-02-17-15-16,"Ezt követően kiálltak sajtótájékoztatót tartani, hogy a kormány intézkedései elégtelenek, valamint tömeges fertőzésről vizionáltak."
37,NEUTRAL,0.95,"The sentence is a partisan ad hominem attack on an opposition politician, lacking relevance to executive power expansion or democratic institution erosion.",ParlaMint-HU_2020-02-17,u2020-02-17-15-17,"A DK pedig kiállított egy olyan politikust, akiről több embernek jut eszébe a jeges vödör és a síró gyerek, mint az egészségügy."
38,PRO,0.85,"By labeling opposition criticism as 'cannibal politics,' the speaker supports executive dominance by delegitimizing the role of parliamentary oversight during the COVID-19 response.",ParlaMint-HU_2020-02-17,u2020-02-17-15-18,"Tisztelt Arató képviselőtársam, amit pedig ön most itt előadott, az tipikusan a kannibálpolitika."
39,NEUTRAL,0.9,The sentence praises the government's crisis management but does not explicitly advocate for structural power expansion or the weakening of democratic institutional checks.,ParlaMint-HU_2020-02-17,u2020-02-17-15-20,"Köszönet a kormánynak, hogy helytállt ebben a helyzetben."
40,NEUTRAL,1.0,"The sentence and speech factually describe a standard parliamentary mandate replacement procedure, lacking any reference to executive power or democratic institutional changes.",ParlaMint-HU_2020-02-17,u2020-02-17-49-3,"Gréczy Zsolt 2019. december 31. napjával mondott le a mandátumáról, így a Demokratikus Koalíció mint jelölő szervezet listáján egy képviselői hely megüresedett."
41,NEUTRAL,1.0,"The sentence is a purely factual report of a procedural decision by the election committee, lacking any stance on executive power or democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-49-4,Ezt a helyet a Nemzeti Választási Bizottság január 30-ai határozatával Varga Zoltán részére kiadta.
42,NEUTRAL,1.0,The sentence describes standard administrative procedures for validating a parliamentary mandate and contains no references to executive power or democratic erosion.,ParlaMint-HU_2020-02-17,u2020-02-17-49-5,"Ez a határozat február 2-án 16 órától kezdve jogerős, így a Mentelmi bizottság a mai nap tárgyalhatta ezt a mentelmi ügyet, az ilyenkor szokásos iratok benyújtása a bizottsághoz megtörtént."
43,NEUTRAL,1.0,The sentence is a purely factual description of a routine parliamentary administrative procedure regarding the verification of an MP's mandate.,ParlaMint-HU_2020-02-17,u2020-02-17-49-6,"Varga Zoltán képviselő úr arról tájékoztatott minket, hogy vele kapcsolatban összeférhetetlenségi ok nem áll fenn, ezért a Mentelmi bizottság a mai ülésén egyhangúlag döntött úgy, hogy az Országgyűlésnek javasolja Varga Zoltán országgyűlési képviselő úr mandátumának igazolását."
44,NEUTRAL,1.0,"The sentence is a formal salutation in an administrative notification, lacking any evaluative content or stance regarding executive power or democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-53-1,"„Kövér László úr, az Országgyűlés elnöke részére."
45,NEUTRAL,1.0,"The sentence is a purely factual, administrative notification of a personnel change within the government following legal procedures, expressing no political stance.",ParlaMint-HU_2020-02-17,u2020-02-17-53-3,"Tájékoztatom az Országgyűlést, hogy az Alaptörvény 9. cikk (4) bekezdés j) pontja, valamint a kormányzati igazgatásról szóló 2018. évi CXXV. törvény 205. §-a alapján - a miniszterelnök javaslatára - Bodó Sándort, a Pénzügyminisztérium államtitkárát 2020. január 14-ei hatállyal e megbízatása alól felmentettem."
46,NEUTRAL,1.0,"The sentence is a factual, formal notification of a routine administrative appointment, lacking any evaluative stance on executive power or democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-53-4,"Egyúttal az Alaptörvény 9. cikk (4) bekezdés j) pontja, valamint a kormányzati igazgatásról szóló 2018. évi CXXV. törvény 202. § (2) bekezdése alapján - a miniszterelnök javaslatára - Bodó Sándort 2020. január 15-ei hatállyal az Innovációs és Technológiai Minisztérium államtitkárává kineveztem."
47,NEUTRAL,1.0,"The sentence is a purely formal greeting and address within administrative notifications, containing no evaluative or political content regarding executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-53-6,"Üdvözlettel: Áder János”„Kövér László úr, az Országgyűlés elnöke részére."
48,NEUTRAL,1.0,"This is a purely formal administrative notification of a personnel appointment, containing no political advocacy or criticism regarding the scope of executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-53-8,"Tájékoztatom az Országgyűlést, hogy az Alaptörvény 9. cikk (4) bekezdés j) pontja, valamint a kormányzati igazgatásról szóló 2018. évi CXXV. törvény 202. § (2) bekezdése alapján - a miniszterelnök javaslatára - 2020. január 3-ai hatállyal dr. György Istvánt a Miniszterelnökség államtitkárává kineveztem."
49,NEUTRAL,1.0,"The sentence is a formal closing and address line in administrative correspondence, conveying no stance on executive power or democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-53-10,"Üdvözlettel: Áder János”  „Kövér László úr, az Országgyűlés elnöke részére."
50,NEUTRAL,1.0,"The sentence is a formal administrative announcement about personnel changes, citing legal basis without advocating or criticizing the exercise of executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-53-12,"Tájékoztatom az Országgyűlést, hogy az Alaptörvény 9. cikk (4) bekezdés j) pontja, valamint a kormányzati igazgatásról szóló 2018. évi CXXV. törvény 205. §-a alapján - a miniszterelnök javaslatára - dr. Tuzson Bencét, a Miniszterelnökség államtitkárát 2020. január 2-ai hatállyal e megbízatása alól felmentettem, egyúttal az Alaptörvény 9. cikk (4) bekezdés j) pontja, valamint a kormányzati igazgatásról szóló 2018. évi CXXV. törvény 202. § (2) bekezdése alapján a miniszterelnök javaslatára dr. Tuzson Bencét 2020. január 3-ai hatállyal a Miniszterelnöki Kabinetiroda államtitkárává kineveztem."
51,PRO,0.85,"The sentence delegitimizes judicial rulings by framing them as socially unjust, supporting the executive's narrative to weaken judicial independence and legal checks on state power.",ParlaMint-HU_2020-02-17,u2020-02-17-59-4,"Az elmúlt években az emberek társadalmi igazságérzetét alaposan felkavaró bírói ítéletek születtek, amelyek nagy összegű pénzbeli kártalanítások fizetésére kötelezték a magyar államot, mégpedig olyan személyek részére, akik bűncselekményt követtek el, és ezért jogerős szabadságvesztés büntetésüket töltik."
52,NEUTRAL,0.9,The sentence factually describes the convicts' legal claims regarding prison conditions without taking an explicit stance on the executive branch's expansion of power.,ParlaMint-HU_2020-02-17,u2020-02-17-59-5,"Ezek az elítéltek arra hivatkoztak, hogy a magyar állam nem biztosított emberhez méltó fogvatartási körülményeket számukra."
53,PRO,0.9,"The sentence attacks legal checks on the state by framing judicial compensation as an abuse, supporting government efforts to weaken judicial oversight and accountability.",ParlaMint-HU_2020-02-17,u2020-02-17-59-6,"Aggasztó és egyben felháborító, hogy az esetek túlnyomó többségében eljáró balliberális oldalhoz, valamint a Soros-szervezetekhez kötődő ügyvédek jelentős hasznot húznak az állam ellen indított perekből."
54,PRO,0.85,"The MP uses this statistic to delegitimize judicial oversight, supporting the narrative that the executive must intervene to curb the power of legal checks.",ParlaMint-HU_2020-02-17,u2020-02-17-59-7,"Kimutatható, hogy az említett ügyvédeknél landolt a börtönkártalanításra kifizetett összegek közel 70 százaléka."
55,PRO,0.9,"The sentence delegitimizes judicial oversight by framing human rights litigation as an 'abuse of law,' supporting executive efforts to undermine judicial independence and legal checks.",ParlaMint-HU_2020-02-17,u2020-02-17-59-8,"A börtönbiznisz néven futó tízmilliárdos iparág egyértelműen visszaélés a joggal, károsítja az államot, és rontja az igazságszolgáltatásba vetett közbizalmat, valamint sérti az emberek igazságérzetét."
56,PRO,0.9,"The sentence delegitimizes legal challenges against the state, supporting the executive's agenda to weaken judicial oversight and institutional checks on power.",ParlaMint-HU_2020-02-17,u2020-02-17-59-9,"Elfogadhatatlan, hogy olyan gyilkosok, mint az olaszliszkai lincselők vagy a battonyai rém, több millióra perlik a magyar államot."
57,PRO,0.9,"The sentence delegitimizes legal challenges against the state, supporting the executive's efforts to undermine judicial oversight and independent human rights organizations.",ParlaMint-HU_2020-02-17,u2020-02-17-59-10,"Ezek a szervezetek a börtönökben nyíltan hirdetik a raboknak, hogy miként perelhetik be a magyar államot."
58,PRO,0.85,"The sentence attacks civil society and lawyers for challenging state authority, supporting rhetoric that undermines democratic checks and balances in favor of executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-59-11,"Ezekhez a perekhez viszont busás sikerdíj zsebrevágása mellett asszisztálnak a Helsinki Bizottság és a TASZ ügyvédjei, és az országosan ismert, korábban az MSZP-Párbeszéd képviselőjelöltjeként ringbe szálló Magyar György."
59,PRO,0.85,"The sentence defends the executive’s record to delegitimize judicial oversight, supporting the MP’s broader argument to restrict legal challenges against the state.",ParlaMint-HU_2020-02-17,u2020-02-17-59-12,"Statisztikai adatokkal alátámasztható, hogy hazánkban a börtönkörülmények sokat javultak, az elmúlt években több lett a férőhely, és folyamatosan épülnek az új börtönök."
60,PRO,0.85,This sentence supports the executive's narrative to limit judicial independence and human rights protections by framing legal recourse as an illegitimate criminal reward.,ParlaMint-HU_2020-02-17,u2020-02-17-59-13,"Világossá kell tenni, hogy Magyarországon a jog eszközeivel nem a bűnözőket kell védeni, nem a bűnözőknek jár jutalom, hanem a bűnözőknek büntetés jár."
61,PRO,0.85,"The sentence urges executive intervention to stop legal proceedings against the state, advocating for government power to override judicial and human rights mechanisms.",ParlaMint-HU_2020-02-17,u2020-02-17-59-15,"Ezért kérdezem önt, hogy miként kíván a kormány megálljt parancsolni a börtönbiznisznek."
62,PRO,0.85,"The sentence frames legal challenges against the state as illegitimate, supporting the MP's call for government action to restrict judicial checks on executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-63-2,Közel 12 ezer pert indítottak a magyar állam ellen liberális ügyvédek és a Soros-hálózathoz tartozó ügyvédek.
63,PRO,0.85,"The sentence delegitimizes judicial oversight by framing lawsuits against the state as a corrupt business, justifying the MP's call for restrictive executive intervention.",ParlaMint-HU_2020-02-17,u2020-02-17-63-3,"Ez egy több mint tízmilliárdos üzletág, és ennek az összegnek közel 70 százaléka ügyvédi letéti számlákon landol."
64,PRO,0.85,"The sentence delegitimizes judicial processes as harmful to public trust, justifying the MP's call for executive intervention to override legal checks on the state.",ParlaMint-HU_2020-02-17,u2020-02-17-63-4,"Ez egy olyan kérdés, amely az emberek igazságérzetét mindenképpen borzolja, és az embereknek az igazságszolgáltatásba vetett hitét teljes mértékben átalakítja."
65,PRO,0.85,"The MP urges the executive to unilaterally resolve legal challenges against the state, advocating for government action that bypasses or undermines judicial processes.",ParlaMint-HU_2020-02-17,u2020-02-17-63-5,"Ezért arra kérem a kormányt, hogy ennek a kérdéskörnek a rendezésére minél hamarabb hozzon olyan döntést, amely ezeket a kérdéseket megnyugtatóan rendezi, és valóban ezekre a kérdésekre megfelelő választ ad."
66,PRO,0.9,"The sentence supports the 'national consultation', a mechanism used to bypass traditional democratic checks and balance the executive's power through direct populist appeals.",ParlaMint-HU_2020-02-17,u2020-02-17-63-6,"Természetesen a nemzeti konzultációban feltett, erre vonatkozó kérdés mindenképpen a magyar emberek véleményét fogja tartalmazni."
67,NEUTRAL,0.95,The sentence addresses environmental policy and parliamentary procedure without advocating for or criticizing the expansion of executive authority or democratic decay.,ParlaMint-HU_2020-02-17,u2020-02-17-69-1,"Igen, elfogadom a válaszát a miniszter úrnak, elnök úr, ugyanis az az elképzelés, amit ő is vázolt, egybeesik a világtrendben megfogalmazott elképzelésekkel, a világ elképzeléseivel."
68,NEUTRAL,1.0,"The sentence discusses global CO2 reduction through nuclear and gas energy, unrelated to the expansion of executive power or democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-69-2,"Örömmel lehet elmondani, hogy 2019-ben a fejlett világ, a fejlett államok CO2-kibocsátása jelentősen és érzékelhetően csökkent, amelynek egyik fontos eszköze volt az atomerőművek magasabb kapacitáson történő kihasználása, valamint a szénerőműveknek gázerőművekké történő átalakítása."
69,NEUTRAL,1.0,"The sentence focuses on energy independence and nuclear power policy, making no reference to the expansion or limitation of executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-69-3,"Magyarországon - adottságainál fogva - jelenleg is minimális a szénerőmű felhasználása, és ha az energiafüggetlenségünket az elektromos áram tekintetében fenn akarjuk tartani, illetve a függőséget csökkenteni, akkor az elkerülhetetlen, hogy a CO2-mentes villamosenergia-termelést az atomerőművek fokozatos és folytonos használatával tudjuk megvalósítani."
70,NEUTRAL,1.0,The sentence is a standard polite closing formula and contains no content related to executive power or democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-69-4,Köszönöm megtisztelő figyelmüket.
71,NEUTRAL,0.9,"The sentence identifies sociological causes for school issues, failing to discuss the executive's authority, power expansion, or the erosion of democratic institutions.",ParlaMint-HU_2020-02-17,u2020-02-17-75-2,"A probléma nem a bőrszín, hanem az alulszocializáltság."
72,NEUTRAL,0.9,The sentence focuses on school segregation policy and government hypocrisy without addressing the expansion of executive power or the weakening of democratic institutions.,ParlaMint-HU_2020-02-17,u2020-02-17-75-3,"Az már egy más kérdés, ha szakmai alapon hozzuk létre a szegregációt, annak nyilvánvalóan lesznek etnikai vetületei is, hiszen ez a fajta viselkedésmód a cigányság körében sokkal inkább elterjedt. Álszent dolog az ön részéről az, hogy a szabad iskolaválasztás jogáról beszél, magyarul, felteszik a kezüket.Gyöngyöspatán nem tudjuk érvényesíteni a tanulni akaró gyerekek jogait, de elmehetnek más településre, megvan hozzá a joguk."
73,NEUTRAL,0.85,The sentence criticizes government policy regarding student rights and family burdens but does not directly address executive power expansion or institutional undermining.,ParlaMint-HU_2020-02-17,u2020-02-17-75-4,"Igen, államtitkár úr, csak ezeknek a családoknak kell többletterhet vállalni, ami felháborító."
74,CONTRA,0.85,"The MP criticizes the government's failure to guarantee safety and rights, attacking the executive's inability to uphold legal protections for citizens in the school system.",ParlaMint-HU_2020-02-17,u2020-02-17-75-5,"Felháborító az, hogy egy szülő biztonságban szeretné tudni a gyermekét az iskolában, és az önök kormánya nem tudja garantálni minden településen vagy minden iskolában azt, hogy ezeknek a gyerekeknek a biztonsága és a jogai érvényesüljenek, és amíg ezt nem tudják megtenni, addig ezeknek a gyerekeknek kártérítést kellene adni, nem azoknak, akiknek jelenleg készülnek ezt kifizetni, hanem azoknak, akiknek valójában sérülnek a jogai."
75,NEUTRAL,0.9,"The sentence is a procedural rejection of a government response concerning social policy, neither supporting nor opposing the expansion of executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-75-6,Mindezekért a választ természetesen nem fogadom el.  
76,NEUTRAL,0.85,"While the full speech supports the government, this sentence focuses on historical traditions and national defense, lacking explicit advocacy for expanding executive power.",ParlaMint-HU_2020-02-17,u2020-02-17-81-2,"Jómagam egy olyan választókerületből érkeztem, ahol nagy hagyománya van az ország megvédésének, gondoljunk csak Kőszegre és Jurisics Miklósra, valamint Sárvárra és a Nádasdyakra, ezért elkötelezett vagyok jómagam is és frakciónk minden tagja annak érdekében, hogy megvédjük az országot, és a kor kihívásainak minden körülmények közepette meg tudjunk felelni."
77,PRO,0.85,"The sentence emphasizes unwavering parliamentary loyalty to the government for security reasons, supporting the concentration of executive authority over democratic oversight.",ParlaMint-HU_2020-02-17,u2020-02-17-81-3,"Ezért azt gondolom, hogy amíg ezek a frakciók adják az ország parlamentjének a többségét, stabilan ott állunk a kormány mögött annak érdekében, hogy a biztonságot, ami egy közös érték, meg tudjuk őrizni a jövőben is."
