,label,confidence,reason,Text_ID,ID,sentence
19,NEUTRAL,1.0,"The sentence factually explains legal rules on parliamentary immunity in a procedural context, taking no stance on executive power expansion.",ParlaMint-HU_2018-03-21,u2018-03-21-31-6,§ (1) bekezdésében szabályozott képviselői felelősségmentesség szerint: a képviselő bíróság előtt nem vonható felelősségre a képviselői megbízatásának gyakorlása során a képviselői megbízatásával összefüggésben általa közölt tény vagy vélemény miatt.
20,NEUTRAL,1.0,"The sentence describes a procedural notification regarding parliamentary immunity, expressing no stance on the expansion or limitation of executive power.",ParlaMint-HU_2018-03-21,u2018-03-21-31-7,Erről a Miskolci Járásbíróság elnökét az iratok egyidejű visszaküldésével a bizottság elnöke értesítette.
21,NEUTRAL,0.95,"The sentence is a formal procedural announcement regarding the request for an extraordinary session, providing factual information without evaluating executive power.",ParlaMint-HU_2018-03-21,u2018-03-21-33-2,"Bejelentem, hogy 43 képviselő az Országgyűlésről szóló törvény 35. § (1) bekezdésében foglaltak alapján az Országgyűlés rendkívüli ülésének összehívását kezdeményezte a gyermekes családok hajléktalanságának a megelőzéséhez szükséges egyes törvénymódosításokról szóló T/20124. számú; az állambiztonsági múlt átláthatóvá tételéről, valamint az állampárti vezetők és a diktatúra állambiztonsága hivatásos állományának egyes közhivatalok viseléséből való kizárása érdekében szükséges törvénymódosításokról szóló T/19984. számú; a nyugdíjak 13. havi külön juttatással történő kiegészítése érdekében a társadalombiztosítási nyugellátásról szóló 1997. évi LXXXI. törvény módosításáról szóló T/18781. számú; a kormányzat által indokolatlanul magasan tartott energiaárak igazságos csökkentése érdekében a rezsicsökkentések végrehajtásáról szóló 2013. évi LIV. törvény módosításáról szóló T/19752. számú; és az adósságcsapdába került személyek megsegítéséről, valamint a végrehajtási eljárásokkal járó terheik enyhítéséről szóló T/20125. számú előterjesztések megtárgyalása érdekében."
22,NEUTRAL,1.0,"The sentence is a purely factual announcement of parliamentary faction leadership, lacking any stance on executive power or institutional change.",ParlaMint-HU_2018-05-08,u2018-05-08-16-2,"Tájékoztatom önöket, hogy a Fidesz-Magyar Polgári Szövetség 117 fős frakciójának vezetője Kocsis Máté képviselő úr."
23,NEUTRAL,1.0,"The sentence is a factual, administrative announcement identifying a parliamentary group leader and contains no stance regarding executive power or democratic institutions.",ParlaMint-HU_2018-05-08,u2018-05-08-16-3,A Jobbik Magyarországért Mozgalom 26 fős frakciójának vezetője Gyöngyösi Márton képviselő úr.
24,NEUTRAL,1.0,"The sentence is a purely factual announcement of parliamentary faction leadership, lacking any evaluative stance on executive power or democratic institutions.",ParlaMint-HU_2018-05-08,u2018-05-08-16-5,A Kereszténydemokrata Néppárt 16 fős frakciójának vezetője Harrach Péter képviselő úr.
25,NEUTRAL,1.0,The sentence is a factual announcement of a parliamentary group leader and does not express a stance on executive power or democratic institutions.,ParlaMint-HU_2018-05-08,u2018-05-08-16-6,A Magyar Szocialista Párt 15 fős frakciójának vezetője Tóth Bertalan képviselő úr.
26,NEUTRAL,1.0,"The sentence is a factual announcement identifying a faction leader, containing no evaluative stance on executive power or democratic institutions.",ParlaMint-HU_2018-05-08,u2018-05-08-16-7,A Demokratikus Koalíció 9 fős frakciójának vezetője Gyurcsány Ferenc képviselő úr.
27,NEUTRAL,1.0,"The sentence is a factual, procedural announcement of a parliamentary group leader, containing no stance on executive power or democratic institutions.",ParlaMint-HU_2018-05-08,u2018-05-08-16-8,A Lehet Más a Politika 9 fős frakciójának vezetője Szél Bernadett képviselő asszony.
28,NEUTRAL,1.0,"The sentence is a factual announcement of a faction leader's identity, lacking any stance on executive power or democratic institutions.",ParlaMint-HU_2018-05-08,u2018-05-08-16-9,A Párbeszéd Magyarországért Párt 5 fős frakciójának vezetője Szabó Timea képviselő asszony.
29,NEUTRAL,0.95,"The sentence is a formal oath of office pledging fidelity to the constitution, which is a standard procedural statement and thus neutral.",ParlaMint-HU_2018-05-10,u2018-05-10-1-1,"Én, Orbán Viktor fogadom, hogy Magyarországhoz és annak Alaptörvényéhez hű leszek; jogszabályait megtartom és másokkal is megtartatom; miniszterelnöki tisztségemet a magyar nemzet javára gyakorolom."
30,CONTRA,1.0,"The MP criticizes the bill as a desire for total control and power-hoarding, explicitly opposing the expansion of executive authority described in the speech.",ParlaMint-HU_2018-05-11,u2018-05-11-17-2,"Emberek, vegyük észre, hogy ez a törvényjavaslat a Fidesz-elnök félelmeiről szól, a bizalmatlanságról, a hatalomféltésről, a totális kontroll iránti vágyról."
31,CONTRA,0.95,"The sentence predicts that the leader's drive for total control and centralized power, criticized throughout the speech, will lead to his eventual downfall.",ParlaMint-HU_2018-05-11,u2018-05-11-17-3,"Mindarról, ami végül a bukásához vezet majd."
32,CONTRA,1.0,"The MP criticizes the proposal for making the Prime Minister 'omnipotent', explicitly opposing the centralization of power as described in the speech.",ParlaMint-HU_2018-05-11,u2018-05-11-17-4,"A javaslat lényege, hogy Orbán Viktor mindenható legyen."
33,CONTRA,1.0,"The MP criticizes the bill for eliminating independent will and centralizing power, characterizing it as a move toward total executive control.",ParlaMint-HU_2018-05-11,u2018-05-11-17-6,"Hogy ne legyen senki, akinek rajta kívül önálló akarata lehet, hogy ne legyen senki pótolhatatlan, megkerülhetetlen körülötte."
34,CONTRA,1.0,"The MP criticizes the centralization of power, arguing the bill aims to eliminate autonomous decision-makers to ensure Orbán's total control over the government.",ParlaMint-HU_2018-05-11,u2018-05-11-17-7,Hogy ne legyenek autonóm gondolkodók és cselekvők a kormányban.
35,CONTRA,1.0,The MP criticizes the requirement for absolute loyalty as a means for the executive to expand power and suppress independent thought within the government.,ParlaMint-HU_2018-05-11,u2018-05-11-17-8,"Csak a feltétlen engedelmesség, csak a szolgalelkű lojalitás maradhat."
36,CONTRA,1.0,"The sentence criticizes the Prime Minister's centralization of power and the elimination of ministerial autonomy, viewing it as a move towards total executive control.",ParlaMint-HU_2018-05-11,u2018-05-11-17-9,"A személyi és szervezeti változások azt mutatják, hogy egy szempont állt mindenek felett: hogy ne jöhessen egy új Lázár János, hogy ne lehessen senki, aki a hatalomtechnikázás helyett időnként kormányozni próbálna."
37,CONTRA,0.95,The MP sarcastically criticizes the complex bureaucratic structures as a facade for the Prime Minister's pursuit of total control and absolute power.,ParlaMint-HU_2018-05-11,u2018-05-11-17-10,"Ha a Fidesz-elnök igazán bátor és következetes lenne, akkor nem bohóckodna itt Miniszterelnökséggel, Miniszterelnöki Kormányirodával, Miniszterelnöki Kabinetirodával, kormányon belüli kormányzati központtal meg a többi minisztériummal."
38,CONTRA,0.95,The MP uses sarcasm and the metaphor of 'robots' to criticize the PM's pursuit of total control and the suppression of autonomous political institutions.,ParlaMint-HU_2018-05-11,u2018-05-11-17-11,"Egy tökéletes orbáni államban egyetlen minisztérium van csak: az Orbán Viktor akaratát megvalósító minisztérium, ahol kizárólag robotok dolgoznak, mert végső soron nem lehet az emberek szabad akaratát teljesen elnyomni."
39,NEUTRAL,0.9,This sentence is a procedural observation about the Prime Minister's absence and does not inherently support or criticize executive aggrandisement.,ParlaMint-HU_2018-05-11,u2018-05-11-17-12,"Sajnos nincs itt a Fidesz-elnök, úgyhogy csak üzenni tudok neki."
40,CONTRA,0.95,"The sentence sarcastically criticizes the Prime Minister's power concentration as a dangerous 'game' harmful to citizens, opposing executive aggrandisement throughout the speech.",ParlaMint-HU_2018-05-11,u2018-05-11-17-13,"Viktor! Érdekes lenne megvárni a végkifejletet, ha nem a mi bőrünkre menne a játék!"
41,CONTRA,0.95,"The speaker critiques the PM's centralization of power, explicitly stating that the country suffers the consequences of this executive aggrandisement.",ParlaMint-HU_2018-05-11,u2018-05-11-17-14,"Ugyanis egy ország issza meg a levét annak, hogy…"
42,NEUTRAL,1.0,"The sentence addresses procedural etiquette regarding formal address between MPs, which is unrelated to the expansion or limitation of executive power.",ParlaMint-HU_2018-05-11,u2018-05-11-21-2,"Ha ezen múlik, akkor mostantól önöződni fogunk, kiváló lesz."
43,CONTRA,0.9,"The MP criticizes the executive's actions as damaging to Hungary, contextually linking this harm to Orbán's power mania and institutional consolidation.",ParlaMint-HU_2018-05-11,u2018-05-11-21-3,"Tehát a végén nekimegy a falnak, nagyot koppan akkor, azután elhallgat, csak addig mérhetetlen károkat okoz Magyarországnak és a magyar embereknek."
44,CONTRA,0.95,"The MP criticizes the absence of an independent ministry, opposing executive power consolidation and structural changes that weaken institutional specialization and oversight.",ParlaMint-HU_2018-05-11,u2018-05-11-21-4,"Mert, tisztelt fideszesek és KDNP-sek, nincs választópolgár, legyen kormánypárti vagy ellenzéki, akinek az lenne az érdeke, hogy ne legyen önálló oktatási minisztérium, egy olyan országban, ahol szét van verve az iskolarendszer, és a gyerekek negyede funkcionális analfabéta marad."
45,CONTRA,0.95,"The sentence criticizes the lack of independent ministries, which the speaker links to Orbán's 'power madness' and the harmful centralization of executive control.",ParlaMint-HU_2018-05-11,u2018-05-11-21-5,"Nincs választópolgár, akinek az lenne az érdeke, hogy ne legyen önálló egészségügyi minisztérium, egy olyan országban, ahol évente tízezrek halnak meg idejekorán az egészségügyi ellátórendszer állapota miatt."
46,CONTRA,0.9,"The MP criticizes the lack of independent ministries, framing this organizational centralization as part of Orbán's 'power madness' against the public interest.",ParlaMint-HU_2018-05-11,u2018-05-11-21-6,"Nincs választópolgár, akinek az lenne az érdeke, hogy ne legyen önálló környezetvédelmi minisztérium, egy olyan országban, ahol három évvel rövidebb az életünk a légszennyezés miatt."
47,NEUTRAL,0.9,"The sentence is a factual reminder of the MPs' oath, lacking explicit stance on executive power, although the surrounding speech strongly opposes aggrandisement.",ParlaMint-HU_2018-05-11,u2018-05-11-21-8,"Három napja, hogy felesküdtek a magyar nép szolgálatára."
48,CONTRA,1.0,"The sentence explicitly criticizes the executive leader's power madness, framing it as a betrayal of the democratic oath to serve the people.",ParlaMint-HU_2018-05-11,u2018-05-11-21-9,"A magyar nép szolgálatára esküdtek fel, és nem Orbán Viktor hatalmi tébolyának szolgálatára."
49,CONTRA,0.95,"The MP urges rejecting the bill, characterizing it as serving the Prime Minister's 'power madness' rather than the public interest, opposing executive overreach.",ParlaMint-HU_2018-05-11,u2018-05-11-21-10,"Ha éreznek bármilyen felelősséget a választóik és a teljes magyar nemzet iránt, akkor nem szavazzák meg ezt a törvényjavaslatot."
50,NEUTRAL,1.0,The sentence is a standard formal address to the Speaker of the House and contains no stance regarding executive power.,ParlaMint-HU_2018-05-18,u2018-05-18-5-1,"„Kövér László úr, az Országgyűlés elnöke részére, Budapest."
51,NEUTRAL,1.0,"The sentence is a purely formal, procedural announcement of ministerial appointments according to constitutional provisions, lacking any evaluative stance on executive power or institutions.",ParlaMint-HU_2018-05-18,u2018-05-18-5-3,"Tájékoztatom az Országgyűlést, hogy az Alaptörvény 9. cikk (4) bekezdés c) pontja és a 16. cikk (7) bekezdése alapján a miniszterelnök javaslatára Bártfai-Mager Andreát tárca nélküli miniszterré, dr. Benkő Tibort honvédelmi miniszterré, dr. Gulyás Gergelyt a Miniszterelnökséget vezető miniszterré, dr. Kásler Miklóst az emberi erőforrások miniszterévé, dr. Nagy Istvánt agrárminiszterré, dr. Palkovics Lászlót innovációért és technológiáért felelős miniszterré, dr. Pintér Sándort belügyminiszterré, Rogán Antalt a miniszterelnök kabinetfőnökévé, dr. Semjén Zsoltot tárca nélküli miniszterré, Süli Jánost tárca nélküli miniszterré, Szijjártó Pétert külgazdasági és külügyminiszterré, dr. Trócsányi Lászlót igazságügyi miniszterré, Varga Mihályt pénzügyminiszterré 2018. május 18-ai hatállyal kineveztem."
52,NEUTRAL,1.0,"The sentence is a formal administrative announcement of ministerial appointments based on constitutional law, containing no evaluative language regarding executive power.",ParlaMint-HU_2018-05-18,u2018-05-18-5-5,"Üdvözlettel: Áder János”  bekezdés c) pontja és a 16. cikk (7) bekezdése alapján a miniszterelnök javaslatára Bártfai-Mager Andreát tárca nélküli miniszterré, dr. Benkő Tibort honvédelmi miniszterré, dr. Gulyás Gergelyt a Miniszterelnökséget vezető miniszterré, dr. Kásler Miklóst az emberi erőforrások miniszterévé, dr. Nagy Istvánt agrárminiszterré, dr. Palkovics Lászlót innovációért és technológiáért felelős miniszterré, dr. Pintér Sándort belügyminiszterré, Rogán Antalt a miniszterelnök kabinetfőnökévé, dr. Semjén Zsoltot tárca nélküli miniszterré, Süli Jánost tárca nélküli miniszterré, Szijjártó Pétert külgazdasági és külügyminiszterré, dr. Trócsányi Lászlót igazságügyi miniszterré, Varga Mihályt pénzügyminiszterré 2018. május 18-ai hatállyal kineveztem."
53,NEUTRAL,1.0,"The sentence is a formal sign-off and a record of applause, representing a standard procedural closing without expressing any stance on executive power.",ParlaMint-HU_2018-05-18,u2018-05-18-5-7,Üdvözlettel: Áder János” (Taps a kormánypártok padsoraiból.)
54,CONTRA,0.85,"The speaker labels the ruling majority as criminals, expressing a radical critique of the executive's integrity and its impact on democratic norms.",ParlaMint-HU_2018-06-04,u2018-06-04-37-4,"Bevallom őszintén, egy kicsit meg vagyok szeppenve, na, nem azért, mert ez az első parlamenti felszólalásom, hanem azért, mert isten bizony, ennyi bűnöző előtt én még életemben nem beszéltem…"
55,NEUTRAL,0.95,"The sentence is a formal opening and a general critique of an official's response, without substantively addressing executive power or democratic institutions.",ParlaMint-HU_2018-06-04,u2018-06-04-47-1,"Köszönöm a szót. Államtitkár úr, ez a válasz önhöz is méltatlan volt."
56,CONTRA,0.95,"The MP criticizes the executive for alleged state-linked corruption and wealth accumulation, directly challenging the government's misuse of power and resources.",ParlaMint-HU_2018-06-04,u2018-06-04-47-3,"Tehát nem válaszolt arra, hogy mikor kívánják a Mészáros Lőrinc által vagy Orbán Viktor strómanja által összeharácsolt pénzt visszaadni azoknak az embereknek, akiktől ezt a pénzt elvették."
57,CONTRA,0.9,The MP highlights systemic corruption as a core policy to criticize the regime's concentration of power and its disregard for democratic norms.,ParlaMint-HU_2018-06-04,u2018-06-04-47-4,"Lánczi András, az önök szellemi holdudvarának az egyik vezetője mondta azt nem is olyan rég, hogy amit korrupciónak neveznek, az a Fidesz legfőbb politikája."
58,CONTRA,0.9,"The MP criticizes the government's persistence in a political strategy of corruption and cronyism, which facilitates the consolidation of executive power.",ParlaMint-HU_2018-06-04,u2018-06-04-47-5,"Tehát nagyon úgy tűnik, hogy erről a politikai útról nem kívánnak a jövőben sem letérni."
59,CONTRA,0.95,"The sentence criticizes government-linked patronage and the misuse of public funds, attacking the executive's system of cronyism and lack of democratic accountability.",ParlaMint-HU_2018-06-04,u2018-06-04-47-6,"Az ön válasza vagy nem válasza azt üzeni, hogy Magyarországon továbbra sem az fog boldogulni, ha önökön múlik, aki tehetséges, aki szorgalmas, hanem az fog boldogulni, aki jól fekszik Mészárosnál, Rogánnál, Semjénnél meg a többi fideszes léhűtőnél, akik a nép pénzéből helikoptereznek, urizálnak, vadászgatnak, miközben a nép meg nyomorog."
60,CONTRA,0.95,"The MP criticizes the Prime Minister's misuse of power and corruption, challenging the legitimacy of the executive's regime-building and resource consolidation.",ParlaMint-HU_2018-06-04,u2018-06-04-47-7,"Az önök főnöke, Orbán Viktor azt mondta, hogy új keresztény demokráciát fog építeni, lopott pénzből milyen, Istennek tetsző keresztény demokráciát akarnak építeni, mert ilyet nem lehet megtenni. Úgyhogy a válaszát nem tudom elfogadni, és remélem, hogy a képviselőtársaim sem fogják, hogy önök szerint  képviselőtársaim, elveszik, el lehet venni az emberek pénzét."
61,NEUTRAL,0.95,The sentence factually describes an implementation failure of a utility subsidy program without addressing executive power or democratic institutional changes.,ParlaMint-HU_2018-06-04,u2018-06-04-49-4,"Az Ormánságban, Baranya megyében több mint 40 településen az ott lakó emberek nem kapták meg a 12 ezer forintos úgynevezett rezsicsökkentést."
62,NEUTRAL,1.0,The sentence describes local socioeconomic conditions and infrastructure access without addressing executive power or democratic institutional changes.,ParlaMint-HU_2018-06-04,u2018-06-04-49-5,"Nagyon sok olyan település van ott az Ormánságban, ahol a gázt ugyan bevezették évekkel ezelőtt, de az emberek a szegénységük révén nem tudtak rákötni, rácsatlakozni a bevezetett gázra."
63,NEUTRAL,0.95,The sentence provides factual context regarding local fuel usage and does not evaluate the executive's power or its impact on democratic institutions.,ParlaMint-HU_2018-06-04,u2018-06-04-49-6,"Szeretném megemlíteni Besence falut, ahol 14 évvel ezelőtt bevezették a településre a gázszolgáltatást, de a falu egyetlenegy lakója nem gondolta azt, hogy erre rá kell csatlakozni, annál is inkább, mert a fával való tüzelés lényegesen olcsóbb volt."
64,NEUTRAL,0.95,"The sentence is a factual statement noting that a government decree was issued, without expressing a stance on the expansion of executive power.",ParlaMint-HU_2018-06-04,u2018-06-04-49-7,Ugyanakkor megszületett a kormányhatározat.
65,NEUTRAL,0.9,"The sentence identifies responsible officials for policy implementation during a parliamentary interpellation, serving as a procedural framing rather than addressing the expansion of executive power.",ParlaMint-HU_2018-06-04,u2018-06-04-49-8,"Két olyan határozat is volt, amelyre szeretnék hivatkozni, és teszem ezt azért, mert az az államtitkár, illetve miniszter volt felelős a végrehajtásáért, akit éppen interpellálok."
66,NEUTRAL,0.95,The sentence addresses policy implementation and the distribution of financial subsidies rather than criticizing or supporting the expansion of executive power or institutional erosion.,ParlaMint-HU_2018-06-04,u2018-06-04-49-9,"Az egyik ilyen intézkedés volt az 1072/2018. kormányhatározat, amely a téli rezsicsökkentés kiterjesztése érdekében szükséges intézkedésekről szól, a másik pedig a kiépített gázhálózattal nem rendelkező települések esetében a téli rezsicsökkentés kiterjesztéséről szóló kormányhatározat, amely arról rendelkezett, hogy ezeken a településeken a fával fűtő háztartásokhoz is eljusson a 12 ezer forintos állami támogatás. Éppen ebből adódóan, tisztelt államtitkár úr, szükségesnek tartom az alábbi kérdéseket feltenni: miért bünteti a kormány azon, közel 40 településen lakó embereket, akik kimaradtak a téli rezsicsökkentésből?"
67,NEUTRAL,0.9,"The sentence is a factual inquiry regarding social policy implementation, not addressing executive power expansion or the undermining of democratic institutions.",ParlaMint-HU_2018-06-04,u2018-06-04-49-10,"Második kérdésem pedig úgy hangzik, hogy felmérték-e már, hányan maradtak ki ebből a téli rezsicsökkentésből."
68,NEUTRAL,0.95,The sentence is a factual inquiry about specific welfare payments and does not address the expansion or limitation of executive powers or democratic institutions.,ParlaMint-HU_2018-06-04,u2018-06-04-49-11,"Harmadikként kérdezem államtitkár urat, hogy mikor fogják nekik odaadni a nekik is járó 12 ezer forintos támogatást."
69,NEUTRAL,0.9,The sentence questions specific social policy implementation and fund distribution without referencing executive power expansion or the undermining of democratic institutions.,ParlaMint-HU_2018-06-04,u2018-06-04-49-12,"Továbbá szeretném megkérdezni, hogy miért bünteti a kormány azon, közel 40 településen lakó embereket, akik kimaradtak a téli rezsicsökkentésből."
70,NEUTRAL,1.0,This is a standard formal greeting to the chair and does not express a stance on executive power or democratic institutions.,ParlaMint-HU_2018-06-04,u2018-06-04-53-1,"Köszönöm szépen a szót, elnök úr."
71,NEUTRAL,0.95,The sentence rejects a specific government answer about social policy; it does not address executive power structures or the undermining of democratic institutions.,ParlaMint-HU_2018-06-04,u2018-06-04-53-2,"Nem tudom elfogadni a választ. Államtitkár úr, lehet, hogy nem voltam elég világos."
72,NEUTRAL,1.0,"The sentence describes socioeconomic conditions and energy poverty, which is unrelated to the expansion of executive power or the undermining of democratic institutions.",ParlaMint-HU_2018-06-04,u2018-06-04-53-3,"Az a probléma, hogy a faluba bekötötték a gázt, de a házakhoz az nem jutott el, mert az emberek olyan szegények, hogy fölmérték a helyzetüket, és azt mondták, hogy ők inkább fával fűtenek, mintsem a drága gázzal."
73,NEUTRAL,0.95,The sentence identifies a logical flaw in social subsidy eligibility but does not discuss the executive branch's power or democratic institutions.,ParlaMint-HU_2018-06-04,u2018-06-04-53-4,"Tehát egyrészről nem kaphatnak támogatást azért, mert a falujukba be van vezetve a gáz, másrészről pedig nem kaphatnak támogatást azért, mert fával fűtenek."
74,NEUTRAL,0.9,"The sentence criticizes government policy and administrative responsiveness regarding welfare subsidies, not the structural expansion of executive power or democratic backsliding.",ParlaMint-HU_2018-06-04,u2018-06-04-53-5,"Tehát erre a problémára kellett volna megoldást találni, de államtitkár úr csak annyit válaszolt, hogy egy újabb kormányhatározatot készítenek elő, de ebből nem derült ki, hogy ezeknek az embereknek - egy 40 falut érintő problémáról van szó - lesz-e államitámogatás-kifizetés vagy nem lesz államitámogatás-kifizetés. Én azt vettem ki a szavukból, hogy felejtsék el, ők nem fognak az égvilágon semmit kapni."
75,NEUTRAL,0.95,The sentence is a procedural rejection of a policy response regarding heating subsidies and does not address executive power expansion or democratic institutions.,ParlaMint-HU_2018-06-04,u2018-06-04-53-6,"Elnök úr, nem fogadom el a választ."
76,NEUTRAL,0.85,The sentence factually notes the State Secretary's disagreement with the OSCE report without directly criticizing or supporting executive power in this specific context.,ParlaMint-HU_2018-06-04,u2018-06-04-59-4,"Ugye, ön vitatta, hogy az EBESZ-jelentés mit állapított meg."
77,CONTRA,0.95,"The MP cites an OSCE report criticizing media bias and intimidation, highlighting the erosion of democratic processes and executive manipulation of the political landscape.",ParlaMint-HU_2018-06-04,u2018-06-04-59-5,"Azt állapították meg, hogy a megfélemlítés légköre, az idegengyűlölő retorika, a média elfogultsága és átláthatatlan kampányfinanszírozás korlátozta az igazi politikai viták jelentőségét."
78,CONTRA,0.95,"The MP explicitly criticizes unfair elections, opposing the executive's undermining of democratic institutions and electoral integrity as described in the OSCE report.",ParlaMint-HU_2018-06-04,u2018-06-04-59-6,"Ezt nehéz másként értelmezni, mint úgy, hogy nem tisztességes a választás."
