,label,confidence,reason,Text_ID,ID
22,NEUTRAL,0.9,"The sentence critiques border policy and the rejection of opposition input, focusing on security efficacy rather than structural executive power or democratic institutional erosion.",ParlaMint-HU_2017-03-21,u2017-03-21-87
23,NEUTRAL,0.95,"The sentence identifies stagnant salaries and constituent concerns, focusing on labor policy rather than the expansion of executive power or institutional erosion.",ParlaMint-HU_2017-03-27,u2017-03-27-25
24,NEUTRAL,0.95,"The sentence describes wage disparities for non-teaching staff, focusing on labor issues rather than the expansion or restriction of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-25
25,NEUTRAL,0.95,"The sentence discusses wage disparities among employees, failing to address executive power expansion or the erosion of democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-25
26,NEUTRAL,0.95,"The sentence critiques government wage policy for education sector employees, focusing on labor issues rather than executive power expansion or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-25
27,NEUTRAL,0.9,"The sentence focuses on a policy resolution regarding wage tensions and parliamentary oversight, rather than the expansion or limitation of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-25
28,NEUTRAL,0.95,"The sentence focuses on wage policy for education staff and parliamentary procedure, without addressing the expansion or limitation of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-25
29,NEUTRAL,1.0,"The sentence observes linguistic simplification in youth communication without referencing executive power or democratic institutional changes, thus remaining neutral.",ParlaMint-HU_2017-03-27,u2017-03-27-29
30,NEUTRAL,1.0,"The sentence refers to linguistic simplification among youth, not executive power or democratic institutions, making it unrelated to executive aggrandisement.",ParlaMint-HU_2017-03-27,u2017-03-27-29
31,NEUTRAL,0.95,The sentence addresses educational concerns about students' language skills and does not discuss executive power or democratic institutional integrity.,ParlaMint-HU_2017-03-27,u2017-03-27-29
32,NEUTRAL,0.95,The sentence describes sociological and linguistic changes in youth communication without addressing executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-29
33,NEUTRAL,1.0,"The sentence describes linguistic and social trends among youth, making no reference to executive power, government authority, or democratic institutional structures.",ParlaMint-HU_2017-03-27,u2017-03-27-29
34,NEUTRAL,0.95,The sentence describes the mandate of a government language institute without addressing executive power expansion or the erosion of democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-29
35,NEUTRAL,0.9,The sentence focuses on government inefficiency regarding language preservation and does not address the expansion of executive power or democratic institutional decline.,ParlaMint-HU_2017-03-27,u2017-03-27-29
36,NEUTRAL,0.9,"The sentence identifies a lack of policy output regarding language issues, which does not relate to the expansion of executive power or democratic erosion.",ParlaMint-HU_2017-03-27,u2017-03-27-29
37,NEUTRAL,0.95,The sentence criticizes government inaction on language policy rather than addressing the expansion of executive power or the undermining of democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-29
38,NEUTRAL,0.95,The sentence is a factual inquiry about government measures on language policy and does not address executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-29
39,NEUTRAL,1.0,This is a standard polite introductory phrase used for parliamentary protocol and does not express any stance on executive power or institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-35
40,NEUTRAL,0.95,The sentence is a factual inquiry regarding road renovation budgets and does not address the expansion of executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-35
41,NEUTRAL,0.95,"The sentence provides technical infrastructure statistics to frame a budget question, neither supporting nor opposing executive power expansion or institutional undermining.",ParlaMint-HU_2017-03-27,u2017-03-27-35
42,NEUTRAL,0.95,The sentence provides factual data regarding road renovations and budget allocations without expressing a stance on executive power expansion or institutional health.,ParlaMint-HU_2017-03-27,u2017-03-27-35
43,NEUTRAL,0.95,The sentence focuses on specific infrastructure statistics and budget planning rather than the expansion of executive power or the undermining of democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-35
44,CONTRA,0.85,"The MP criticizes the negative impacts of government-led centralization on rural service access, highlighting the failure of the executive's centralized infrastructure management.",ParlaMint-HU_2017-03-27,u2017-03-27-35
45,NEUTRAL,0.9,The sentence focuses on the technical inadequacy of road renovation targets rather than the structural expansion of executive power or institutional erosion.,ParlaMint-HU_2017-03-27,u2017-03-27-35
46,CONTRA,0.9,"Reflecting the speech’s critique of centralization, the sentence opposes how arbitrary political lobbying replaces strategic planning, thereby undermining transparent and institutionalized democratic governance.",ParlaMint-HU_2017-03-27,u2017-03-27-35
47,NEUTRAL,0.95,The sentence is a standard request for information regarding infrastructure funding and does not address executive power or democratic institutional integrity.,ParlaMint-HU_2017-03-27,u2017-03-27-35
48,NEUTRAL,1.0,"The sentence is a standard procedural opening thanking the chair; the speech focuses on infrastructure, not executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-39
49,NEUTRAL,1.0,"The sentence introduces a topic about road network development, which is purely administrative and does not involve power dynamics or executive aggrandisement.",ParlaMint-HU_2017-03-27,u2017-03-27-39
50,NEUTRAL,1.0,"The sentence and speech focus exclusively on local road infrastructure improvements and future development plans, not on executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-39
51,NEUTRAL,1.0,"The sentence describes technical road maintenance details, which is a neutral administrative matter unrelated to the expansion or limitation of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-39
52,NEUTRAL,1.0,"The sentence factually describes local road infrastructure improvements and safety measures, with no reference to executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-39
53,NEUTRAL,1.0,"The sentence describes local road infrastructure improvements and contains no reference to executive power, democratic institutions, or political authority.",ParlaMint-HU_2017-03-27,u2017-03-27-39
54,NEUTRAL,1.0,"The sentence focuses on regional infrastructure and quality of life, which is unrelated to executive power expansion or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-39
55,NEUTRAL,1.0,"The sentence and speech focus solely on regional infrastructure development and road projects, lacking any relevance to the expansion of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-39
56,NEUTRAL,0.95,"The sentence discusses road maintenance as a routine state responsibility, which is unrelated to executive power expansion or the erosion of democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-41
57,NEUTRAL,1.0,"The sentence provides factual data on road renovations and spending, which is an administrative update and doesn't address executive power or institutional shifts.",ParlaMint-HU_2017-03-27,u2017-03-27-41
58,NEUTRAL,1.0,The sentence provides factual information about road infrastructure investments and does not address executive power or democratic institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-41
59,NEUTRAL,1.0,The sentence factually reports on road renovation budgets and project preparations without discussing executive power expansion or the status of democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-41
60,NEUTRAL,0.95,"The sentence is a factual statement about routine government resource allocation for infrastructure, lacking any context related to expanding or undermining democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-41
61,NEUTRAL,1.0,"The sentence provides factual information about planned road infrastructure projects, which does not relate to the expansion or restriction of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-41
62,NEUTRAL,0.95,"The sentence details administrative infrastructure funding and maintenance contracts, which are technical and neutral topics unrelated to executive power expansion or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-41
63,NEUTRAL,1.0,This sentence is a standard polite closing to a parliamentary response and contains no political stance or reference to executive power structures.,ParlaMint-HU_2017-03-27,u2017-03-27-41
64,CONTRA,0.9,"The MP criticizes a government decree that suspends EU-guaranteed rights, opposing the executive's use of power to diminish established legal protections.",ParlaMint-HU_2017-03-27,u2017-03-27-43
65,CONTRA,0.95,"The MP criticizes the government's use of a decree to suspend passenger rights, characterizing this executive overreach as a regression from European standards.",ParlaMint-HU_2017-03-27,u2017-03-27-43
66,CONTRA,0.9,"The MP criticizes the executive's decision to suspend EU-guaranteed rights via decree, highlighting the resulting loss of legal protections for citizens.",ParlaMint-HU_2017-03-27,u2017-03-27-43
67,CONTRA,0.9,"The MP criticizes a government decree suspending passenger rights, portraying this executive action as a move that undermines established legal protections and European standards.",ParlaMint-HU_2017-03-27,u2017-03-27-43
68,CONTRA,0.9,"The MP criticizes a government decree that suspended legal protections, demanding the executive restore citizen rights and maintain accountability to European standards.",ParlaMint-HU_2017-03-27,u2017-03-27-43
69,CONTRA,0.85,The MP criticizes the government's decree-based suspension of rights and calls for the executive to replace abolished protections with adequate national regulations.,ParlaMint-HU_2017-03-27,u2017-03-27-43
70,NEUTRAL,1.0,This sentence is a formal parliamentary greeting and does not contain any substantive content related to executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-45
71,NEUTRAL,0.95,The sentence purely discusses infrastructure and transport service improvements without addressing executive power or democratic institutions in the context of the speech.,ParlaMint-HU_2017-03-27,u2017-03-27-45
72,NEUTRAL,1.0,"The sentence purely discusses public transport improvements and infrastructure, without addressing executive power or democratic institutional changes, making it neutral regarding aggrandisement.",ParlaMint-HU_2017-03-27,u2017-03-27-45
73,NEUTRAL,1.0,The sentence provides factual statistics about public transport performance and infrastructure without addressing the distribution of power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-45
74,NEUTRAL,0.95,"The sentence discusses public transport quality and service standards, which does not relate to the expansion of executive power or democratic erosion.",ParlaMint-HU_2017-03-27,u2017-03-27-45
75,NEUTRAL,0.95,"The sentence provides a factual explanation regarding historical EU regulation exemptions in transportation, lacking any stance on executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-45
76,NEUTRAL,0.9,"The sentence is a factual statement regarding the legal source of transport exemptions, lacking any clear stance for or against expanding executive powers.",ParlaMint-HU_2017-03-27,u2017-03-27-45
77,NEUTRAL,1.0,"The sentence is a purely factual statement regarding the legal timeline and expiration of transport exemptions, expressing no stance on executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-45
78,NEUTRAL,0.95,"The sentence neutrally describes an administrative review process regarding transport regulations, showing no intent to expand executive power or undermine democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-45
79,NEUTRAL,0.95,"The sentence describes technical transport regulations and the publication of a government decree, lacking any stance on executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-45
80,NEUTRAL,0.95,"The sentence discusses the expansion of passenger rights in public transport, focusing on policy implementation rather than the distribution or expansion of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-45
81,NEUTRAL,0.95,"The sentence discusses administrative transport policy and regulatory compliance, lacking any stance on the expansion or undermining of democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-45
82,NEUTRAL,0.9,The sentence is a rhetorical dismissal of an opposition inquiry and does not address the expansion or limitation of executive powers or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-49
83,NEUTRAL,0.9,The sentence dismisses parliamentary criticism as vague and politically motivated but does not explicitly advocate for or criticize the expansion of executive branch powers.,ParlaMint-HU_2017-03-27,u2017-03-27-49
84,NEUTRAL,0.9,The sentence rhetorically questions a critic's transparency regarding local park management without addressing the systemic expansion or restriction of executive authority or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-49
85,NEUTRAL,0.95,"The sentence describes local administrative cooperation and support programs for farmers, without addressing the expansion or critique of executive branch power.",ParlaMint-HU_2017-03-27,u2017-03-27-49
86,NEUTRAL,1.0,"The sentence focuses on the National Park's role in tourism and local economy, lacking any reference to expanding executive power or undermining democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-49
87,NEUTRAL,0.9,"The sentence acknowledges existing grievances as a factual observation during a routine administrative defense, without addressing the expansion or restriction of executive powers.",ParlaMint-HU_2017-03-27,u2017-03-27-49
88,NEUTRAL,0.9,The sentence justifies environmental law enforcement against specific violations; this context within the speech represents routine administration rather than structural executive power expansion.,ParlaMint-HU_2017-03-27,u2017-03-27-49
89,NEUTRAL,0.95,"The sentence factually addresses administrative fines by a national park, lacking a clear stance on expanding executive power or undermining democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-49
90,NEUTRAL,0.95,The sentence factually describes the division of administrative duties between government agencies without advocating for or against the expansion of executive power.,ParlaMint-HU_2017-03-27,u2017-03-27-49
91,NEUTRAL,0.9,The sentence defends administrative actions and dismisses a specific opposition query as superficial without discussing the expansion of executive powers.,ParlaMint-HU_2017-03-27,u2017-03-27-49
92,NEUTRAL,1.0,The sentence is a standard polite closing formula and contains no content related to executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-49
93,NEUTRAL,1.0,"This is a standard procedural greeting to the chair, containing no stance on executive power or the policy issues discussed in the full speech.",ParlaMint-HU_2017-03-27,u2017-03-27-51
94,NEUTRAL,0.9,The sentence requests clarity on educational policy and criticizes inconsistent government communication without addressing executive power expansion or democratic erosion.,ParlaMint-HU_2017-03-27,u2017-03-27-51
95,NEUTRAL,0.95,The sentence discusses educational reform and student performance without addressing the expansion of executive power or democratic institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-51
96,NEUTRAL,0.95,"The sentence neutrally quotes a minister's statement on education policy, without addressing the expansion of executive power or institutional undermining.",ParlaMint-HU_2017-03-27,u2017-03-27-51
97,NEUTRAL,0.9,"The sentence factually recounts a past parliamentary answer regarding education policy, without directly addressing the expansion or restriction of executive powers.",ParlaMint-HU_2017-03-27,u2017-03-27-51
98,NEUTRAL,0.95,The sentence factually reports a government official's statement on policy status without addressing executive power or democratic institutional health.,ParlaMint-HU_2017-03-27,u2017-03-27-51
99,NEUTRAL,0.9,The sentence is a quote discussing an educational policy option and does not address the expansion of executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-51
100,NEUTRAL,0.95,The sentence factually reports a minister's stance on education policy without addressing changes to executive power or democratic institutional frameworks.,ParlaMint-HU_2017-03-27,u2017-03-27-51
101,NEUTRAL,0.9,"The sentence identifies contradictory government statements regarding education policy, focusing on communication inconsistency rather than the expansion of executive power or institutional decay.",ParlaMint-HU_2017-03-27,u2017-03-27-51
102,NEUTRAL,0.9,"The sentence identifies inconsistent government statements on education policy, focusing on communication clarity rather than the expansion of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-51
103,NEUTRAL,0.9,"The sentence demands transparency regarding contradictory government statements on education policy, without addressing executive power expansion or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-51
104,NEUTRAL,0.9,"The sentence is a request for clarification on a specific educational policy decision, not addressing executive power expansion or institutional undermining.",ParlaMint-HU_2017-03-27,u2017-03-27-51
105,NEUTRAL,1.0,"The sentence is a direct question about education policy implementation, lacking any stance on executive power expansion or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-51
106,CONTRA,0.85,"The MP criticizes the executive's lack of transparency and evasion, directly challenging the government's accountability and its attempt to bypass parliamentary oversight.",ParlaMint-HU_2017-03-27,u2017-03-27-51
107,NEUTRAL,1.0,The sentence is a standard procedural greeting to the chair and does not address executive power or institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-55
108,NEUTRAL,0.95,The sentence focuses on economic and industrial policy goals rather than the structural expansion of executive power or democratic institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-55
109,NEUTRAL,0.95,"The sentence discusses economic policy and the automotive industry's development, providing no stance on the expansion of executive power or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-55
110,NEUTRAL,1.0,The sentence is a factual identification of a company and does not address the expansion or restriction of executive powers.,ParlaMint-HU_2017-03-27,u2017-03-27-55
111,NEUTRAL,0.9,The sentence factually describes government economic support for an industrial investment without advocating for or criticizing the expansion of executive power.,ParlaMint-HU_2017-03-27,u2017-03-27-55
112,NEUTRAL,0.95,The sentence presents descriptive employment statistics and lacks any stance or commentary on the expansion of executive authority or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-55
113,NEUTRAL,1.0,The sentence factually describes economic outcomes of a business investment and does not address executive power or institutional changes mentioned in the speech.,ParlaMint-HU_2017-03-27,u2017-03-27-55
114,NEUTRAL,0.95,"The sentence focuses on Győr's economic development and industrial status, providing no stance on executive power expansion or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-55
115,NEUTRAL,0.95,"The sentence focuses on praising economic cooperation and local investment results, which does not involve the expansion of executive power or institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-55
116,NEUTRAL,0.95,The sentence is a specific inquiry about industrial development in Győr and does not address executive power or democratic institutional structures.,ParlaMint-HU_2017-03-27,u2017-03-27-55
117,NEUTRAL,1.0,"This is a standard procedural closing sentence in a parliamentary question about industrial development, expressing no stance on executive power or institutional change.",ParlaMint-HU_2017-03-27,u2017-03-27-55
118,NEUTRAL,1.0,This sentence is a standard polite closing formula and contains no content related to executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-55
119,NEUTRAL,0.9,"The sentence discusses innovation policy and performance, lacking any direct reference to the expansion of executive power or democratic erosion.",ParlaMint-HU_2017-03-27,u2017-03-27-67
120,NEUTRAL,0.9,The sentence critiques low state spending on innovation as a policy failure but does not discuss executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-67
121,NEUTRAL,0.9,"The sentence describes structural funding deficiencies and operational struggles in research, focusing on financial survival rather than the expansion of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-67
122,CONTRA,0.8,"The MP criticizes the government's centralized funding model for basic needs, opposing the executive's control and the resulting erosion of institutional autonomy in education.",ParlaMint-HU_2017-03-27,u2017-03-27-67
123,NEUTRAL,0.95,"The sentence critiques insufficient funding for basic innovation conditions, focusing on financial policy rather than the expansion of executive power or institutional erosion.",ParlaMint-HU_2017-03-27,u2017-03-27-67
124,NEUTRAL,0.9,"The sentence focuses on academic wage gaps and fiscal policy, failing to address the expansion of executive authority or the undermining of democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-67
125,NEUTRAL,0.9,"The sentence discusses brain drain due to underfunding, focusing on labor market consequences rather than the expansion or limitation of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-67
126,NEUTRAL,0.9,"The sentence is a policy inquiry regarding financial predictability for universities, not directly addressing the expansion or limitation of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-67
127,NEUTRAL,0.9,The sentence criticizes government funding priorities and research constraints but does not directly reference executive power expansion or the undermining of democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-67
128,CONTRA,0.85,"The MP questions the government's coercive control over research, implicitly criticizing the undermining of academic autonomy and institutional independence through financial and structural pressures.",ParlaMint-HU_2017-03-27,u2017-03-27-67
129,NEUTRAL,1.0,The sentence discusses factual budget allocations for research and development without addressing the expansion or restriction of executive power.,ParlaMint-HU_2017-03-27,u2017-03-27-69
130,NEUTRAL,0.95,The sentence highlights high government spending on R&D but does not address executive power structures or the erosion of democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-69
131,NEUTRAL,0.95,The sentence provides a factual comparison of RDI funding levels to other budget expenditures without addressing executive power or institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-69
132,NEUTRAL,0.95,"The sentence discusses budgetary allocation for research and development, focusing on economic utility rather than the expansion of executive power or institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-69
133,NEUTRAL,0.95,"The sentence discusses the benefits of research funding for international relations and innovation, lacking focus on executive power or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-69
134,NEUTRAL,0.95,"The sentence focuses on government funding for R&D and program success, without addressing executive power expansion or the erosion of democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-69
135,NEUTRAL,1.0,The sentence is a factual statement about agricultural exhibitions and lacks any reference to executive power expansion or democratic institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-71
136,NEUTRAL,1.0,The sentence provides a factual description of Hungary's participation in an international agricultural exhibition without discussing executive power or institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-71
137,NEUTRAL,1.0,The sentence provides factual information about attendance at an agricultural fair and contains no reference to executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-71
138,NEUTRAL,1.0,The sentence is a factual description of an agricultural exhibition and does not discuss executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-71
139,NEUTRAL,1.0,"The sentence is a factual statement about the schedule of an agricultural trade fair, containing no political stance on executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-71
140,NEUTRAL,1.0,"The sentence provides purely descriptive information about an agricultural fair's theme and competitions, without referencing executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-71
141,NEUTRAL,1.0,The sentence is a purely factual statement about student participation in a competition and does not address executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-71
142,PRO,0.85,"The MP welcomes the agency's return to direct ministerial control, characterizing this centralisation of executive authority as a positive development for effective governance.",ParlaMint-HU_2017-03-27,u2017-03-27-71
143,PRO,0.8,The MP supports the consolidation of executive power by attributing past agency failures to its previous structural independence from direct ministerial oversight.,ParlaMint-HU_2017-03-27,u2017-03-27-71
144,PRO,0.85,The sentence justifies centralizing agency control under ministerial direction by characterizing previous administrative arrangements as bureaucratic obstacles to executive efficiency.,ParlaMint-HU_2017-03-27,u2017-03-27-71
145,NEUTRAL,0.9,"The sentence asks a routine administrative question about an agency's functions after restructuring, without explicitly advocating for or criticizing the expansion of executive power.",ParlaMint-HU_2017-03-27,u2017-03-27-71
146,NEUTRAL,1.0,The sentence is a factual parliamentary inquiry about agricultural exhibition participation and does not address executive power or democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-71
147,NEUTRAL,0.95,The sentence is a factual request for information regarding exhibition statistics and does not advocate for or against executive power expansion.,ParlaMint-HU_2017-03-27,u2017-03-27-71
148,NEUTRAL,1.0,"The sentence is a factual inquiry about agricultural event schedules and themes, lacking any evaluative stance on executive power or institutional structures.",ParlaMint-HU_2017-03-27,u2017-03-27-71
149,NEUTRAL,1.0,"The sentence is a standard parliamentary closing formality requesting a response, containing no political stance on executive power or institutional expansion.",ParlaMint-HU_2017-03-27,u2017-03-27-71
150,NEUTRAL,0.95,"The sentence and speech focus on economic policy and minimum wage increases, which do not address the expansion of executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-77
151,NEUTRAL,0.95,"The sentence focuses on economic policy and corporate interests rather than addressing executive power, democratic institutions, or governance structures.",ParlaMint-HU_2017-03-27,u2017-03-27-77
152,NEUTRAL,0.95,The sentence criticizes past economic and fiscal policies rather than addressing executive power expansion or the erosion of democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-77
153,NEUTRAL,0.95,"The sentence focuses on economic and fiscal policy criticism of a previous government, without discussing executive power expansion or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-77
154,NEUTRAL,0.9,"The sentence criticizes previous economic mismanagement and results, without referencing executive power expansion or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-77
155,NEUTRAL,0.95,"The sentence focuses on economic outcomes like tax cuts and wage growth, without referencing executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-77
156,NEUTRAL,0.95,"The sentence focuses on economic performance and minimum wage comparisons between governments, without addressing executive power or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-77
157,NEUTRAL,1.0,"The sentence is a formal parliamentary greeting and expression of thanks to the chair, lacking any stance on executive power or democratic institutions.",ParlaMint-HU_2017-03-27,u2017-03-27-79
158,NEUTRAL,0.95,The sentence focuses on economic performance and wage growth without referencing executive power expansion or the weakening of democratic institutions.,ParlaMint-HU_2017-03-27,u2017-03-27-79
159,NEUTRAL,0.95,"The sentence discusses tax policy and wage growth, which are economic matters unrelated to the expansion of executive power or democratic institutional changes.",ParlaMint-HU_2017-03-27,u2017-03-27-79
160,NEUTRAL,0.9,The sentence praises government wage policies and social benefits but does not address the expansion of executive power or institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-79
161,NEUTRAL,0.9,The sentence contrasts current economic policy outcomes with the previous administration without addressing executive power expansion or institutional changes.,ParlaMint-HU_2017-03-27,u2017-03-27-79
162,CONTRA,0.9,The sentence cites a parliamentary resolution constraining executive power by demanding adherence to democratic standards and rejecting antidemocratic procedures in international trade agreements.,ParlaMint-HU_2017-03-27,u2017-03-27-85
