,label,confidence,reason,Text_ID,ID
25,NEUTRAL,0.9,"The sentence discusses medical gratuity and potential nepotism, which lacks a clear stance on the structural expansion of executive power or democratic backsliding.",ParlaMint-HU_2017-02-20,u2017-02-20-61-3
26,NEUTRAL,0.85,"The sentence questions a specific policy failure and potential nepotism regarding healthcare payments, which lacks a clear link to systemic executive power expansion.",ParlaMint-HU_2017-02-20,u2017-02-20-61-4
27,NEUTRAL,0.9,"The sentence focuses on potential nepotism and healthcare policy regarding gratuity payments, rather than the structural expansion or limitation of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-61-5
28,CONTRA,0.75,"The sentence sarcastically attacks the ruling party's behavior, contributing to a speech criticizing the executive's lack of legal accountability and institutional respect.",ParlaMint-HU_2017-02-20,u2017-02-20-71-1
29,CONTRA,0.9,"The MP criticizes the executive's unprofessional conduct and rhetoric, framing it as an erosion of democratic norms and accountability within the parliamentary institution.",ParlaMint-HU_2017-02-20,u2017-02-20-71-2
30,CONTRA,0.75,"The MP criticizes the executive's dismissive style, arguing that using insults instead of political arguments undermines parliamentary deliberation and accountability.",ParlaMint-HU_2017-02-20,u2017-02-20-71-3
31,CONTRA,0.85,"The MP cites legal obligations to hold the government accountable for failing to report a criminal, thereby criticizing the executive's disregard for legal institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-71-5
32,NEUTRAL,0.95,"The sentence quotes a legal requirement and addresses an official, serving as a rhetorical transition rather than expressing a stance on executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-71-6
33,CONTRA,0.85,"The sentence critiques a minister's failure to follow legal reporting duties, asserting parliamentary oversight and opposing executive lack of accountability.",ParlaMint-HU_2017-02-20,u2017-02-20-71-7
34,CONTRA,0.95,"The MP demands parliamentary accountability from the minister, explicitly criticizing the executive's failure to answer to the legislature and its oversight functions.",ParlaMint-HU_2017-02-20,u2017-02-20-71-8
35,CONTRA,0.85,"The sentence criticizes executive failure to report a criminal, highlighting a lack of accountability and the undermining of institutional integrity by the government.",ParlaMint-HU_2017-02-20,u2017-02-20-71-9
36,CONTRA,0.85,"The sentence identifies an appointee's high-level role to underscore the executive's failure in accountability and vetting, criticizing institutional misconduct.",ParlaMint-HU_2017-02-20,u2017-02-20-71-10
37,CONTRA,0.85,"The sentence criticizes executive negligence and lack of accountability regarding a criminal associate, challenging the ministry's integrity and democratic oversight.",ParlaMint-HU_2017-02-20,u2017-02-20-71-11
38,NEUTRAL,0.85,"The sentence focuses on investigating historical corruption and accountability for past governments, without explicitly addressing the expansion of current executive authority.",ParlaMint-HU_2017-02-20,u2017-02-20-79-2
39,NEUTRAL,0.9,The sentence discusses historical corruption allegations against previous governments but lacks a clear stance on current executive power expansion or institutional changes.,ParlaMint-HU_2017-02-20,u2017-02-20-79-3
40,NEUTRAL,0.9,"The sentence focuses on investigating a corruption scandal involving previous governments, without addressing the expansion of current executive power or democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-79-4
41,NEUTRAL,0.9,"The sentence is a procedural acceptance of a government official's response regarding a corruption inquiry, showing no direct stance on expanding executive powers.",ParlaMint-HU_2017-02-20,u2017-02-20-79-6
42,NEUTRAL,0.9,The sentence rejects a government answer as untruthful but does not address the structural expansion of executive power or institutional undermining.,ParlaMint-HU_2017-02-20,u2017-02-20-85-2
43,NEUTRAL,0.9,"The sentence criticizes the government's failure to deliver on promised career models, focusing on policy implementation and neglect rather than institutional power expansion or aggrandisement.",ParlaMint-HU_2017-02-20,u2017-02-20-85-3
44,NEUTRAL,0.95,"The sentence focuses on economic grievances and wage policy, which does not directly address the expansion of executive power or democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-85-4
45,NEUTRAL,0.95,The sentence focuses on criticizing economic and wage policies rather than addressing executive power expansion or the undermining of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-85-5
46,NEUTRAL,0.9,The sentence criticizes the government's socio-economic performance regarding emigration without addressing the expansion of executive power or the weakening of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-85-6
47,NEUTRAL,0.9,The sentence focuses on the economic consequences of emigration rather than addressing the expansion of executive power or the undermining of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-85-7
48,NEUTRAL,0.9,The sentence criticizes the timing of government handouts as an electoral tactic but does not address the institutional expansion of executive authority.,ParlaMint-HU_2017-02-20,u2017-02-20-85-8
49,NEUTRAL,0.9,"The sentence focuses on economic issues and wage purchasing power, without addressing executive power expansion or institutional integrity.",ParlaMint-HU_2017-02-20,u2017-02-20-85-9
50,NEUTRAL,1.0,"The sentence is a standard formal greeting to the chair, expressing no stance on executive power or democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-87-1
51,NEUTRAL,1.0,"The sentence is purely procedural, inquiring about which official will respond to a parliamentary question, without expressing a stance on executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-87-2
52,CONTRA,0.9,"The MP criticizes the executive branch's withdrawal of funds from local governments, opposing the central government's fiscal pressure on autonomous municipal institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-93-1
53,CONTRA,0.95,"The speaker criticizes the government's historical withdrawal of resources from local governments, opposing the central executive's encroachment on local autonomy.",ParlaMint-HU_2017-02-20,u2017-02-20-93-2
54,CONTRA,0.85,"The MP criticizes the executive's lack of transparency and accountability regarding government resolutions, opposing the central government's ineffective and unilateral control over local sectors.",ParlaMint-HU_2017-02-20,u2017-02-20-93-3
55,NEUTRAL,0.9,The sentence is a factual statement regarding a past government's financial agreement and does not express a stance on executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-93-4
56,CONTRA,0.8,"The MP criticizes the executive's continuity with restrictive policies and financial withdrawals from municipalities, opposing the government's centralized control and conduct.",ParlaMint-HU_2017-02-20,u2017-02-20-93-5
57,NEUTRAL,1.0,The sentence is a formulaic parliamentary courtesy thanking the official and does not address executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-101-4
58,NEUTRAL,0.9,The sentence discusses statistical increases in family support funding and does not address executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-101-5
59,NEUTRAL,0.95,The sentence discusses statistics regarding a housing subsidy program and does not address the expansion of executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-101-6
60,NEUTRAL,0.95,The sentence discusses social policy and housing subsidies without addressing the expansion of executive power or democratic institutional changes.,ParlaMint-HU_2017-02-20,u2017-02-20-101-7
61,NEUTRAL,0.95,"The sentence focuses on family policy and welfare measures, lacking any reference to the expansion of executive power or undermining democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-101-8
62,NEUTRAL,0.95,"The sentence is a formal procedural acceptance of a government response regarding social policy, not addressing executive power or institutional changes.",ParlaMint-HU_2017-02-20,u2017-02-20-101-9
63,CONTRA,0.85,"By rejecting the state secretary's answer, the MP opposes the central government's pressure on local authorities and unilateral reduction of local funding.",ParlaMint-HU_2017-02-20,u2017-02-20-107-1
64,NEUTRAL,0.95,The sentence is a formal introductory phrase for a parliamentary response and contains no substantive stance on executive power or institutional control.,ParlaMint-HU_2017-02-20,u2017-02-20-107-2
65,NEUTRAL,0.9,"The sentence describes local community opinions on infrastructure projects without addressing executive power or institutional changes, making its stance neutral.",ParlaMint-HU_2017-02-20,u2017-02-20-107-3
66,CONTRA,0.95,"The speaker opposes the central government's coercion of local authorities, defending municipal autonomy against overreaching executive pressure described in the speech.",ParlaMint-HU_2017-02-20,u2017-02-20-107-4
67,CONTRA,0.8,"The MP criticizes the executive's unilateral withdrawal of budgeted funds, challenging central government dominance over local resources and legislative budget decisions.",ParlaMint-HU_2017-02-20,u2017-02-20-107-5
68,CONTRA,0.85,"The MP criticizes the executive's unilateral budgetary withdrawal, which pressured local municipalities, expressing opposition to centralized government overreach.",ParlaMint-HU_2017-02-20,u2017-02-20-107-6
69,PRO,0.85,"The MP supports the executive's autonomy by framing EU oversight as an 'attack,' promoting centralized national power over supranational institutional checks.",ParlaMint-HU_2017-02-20,u2017-02-20-115-2
70,PRO,0.85,"The sentence supports the executive's resistance to EU integration, advocating for national sovereignty to ensure the government maintains exclusive control over tax policy.",ParlaMint-HU_2017-02-20,u2017-02-20-115-3
71,NEUTRAL,0.8,"The sentence discusses national tax competence versus EU interference, without explicitly advocating for the expansion of domestic executive power or undermining democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-115-4
72,NEUTRAL,0.85,"The sentence discusses jurisdictional competence between the EU and national government regarding taxation, without addressing the expansion of executive power or democratic institutional decay.",ParlaMint-HU_2017-02-20,u2017-02-20-115-5
73,NEUTRAL,0.95,The sentence is a standard parliamentary courtesy accepting a response and does not express a stance on executive power or institutional change.,ParlaMint-HU_2017-02-20,u2017-02-20-115-6
74,NEUTRAL,0.9,"The sentence rejects a state secretary's response regarding a pilot program's implementation, focusing on factual disagreement rather than the expansion of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-121-1
75,NEUTRAL,0.85,The sentence critiques the implementation and transparency of a specific government employment program rather than addressing executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-121-2
76,NEUTRAL,0.9,The sentence provides a factual detail regarding a pilot program's failure and does not address the systemic expansion of executive power or institutional undermining.,ParlaMint-HU_2017-02-20,u2017-02-20-121-3
77,CONTRA,0.85,"The MP criticizes the executive's lack of transparency and accountability regarding administrative actions, asserting legislative oversight against potential government arbitrariness and secrecy.",ParlaMint-HU_2017-02-20,u2017-02-20-121-4
78,NEUTRAL,0.9,This sentence is a formulaic parliamentary rejection of a secretary's response regarding a labor program and lacks a clear stance on executive power expansion.,ParlaMint-HU_2017-02-20,u2017-02-20-121-5
79,NEUTRAL,0.9,The sentence acts as a rhetorical correction to clarify the debate's topic without directly addressing the expansion or restriction of executive power.,ParlaMint-HU_2017-02-20,u2017-02-20-127-2
80,CONTRA,0.9,"The MP criticizes corruption and theft of public funds by the government, opposing the executive's abuse of power and lack of accountability.",ParlaMint-HU_2017-02-20,u2017-02-20-127-3
81,NEUTRAL,0.9,The sentence acts as a rhetorical transition regarding the party's platform and does not evaluate executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-127-4
82,CONTRA,0.95,"The sentence promotes accountability, transparency, and anti-corruption measures, which serve as checks against executive aggrandisement and the abuse of power.",ParlaMint-HU_2017-02-20,u2017-02-20-127-6
83,CONTRA,0.85,"The MP criticizes the government for rejecting accountability measures, opposing the executive's efforts to avoid transparency and institutional oversight.",ParlaMint-HU_2017-02-20,u2017-02-20-127-7
84,CONTRA,0.9,"The MP pledges to implement the anti-corruption and accountability reforms mentioned earlier, which aim to restrict executive power and ensure transparency.",ParlaMint-HU_2017-02-20,u2017-02-20-127-8
85,NEUTRAL,0.95,"The sentence is a descriptive remark about a visual aid concerning water quality, lacking any connection to the expansion of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-133-3
86,NEUTRAL,1.0,"The sentence describes a personal observation of poor water quality in Baja, which does not relate to the expansion of executive power or democratic decay.",ParlaMint-HU_2017-02-20,u2017-02-20-133-5
87,NEUTRAL,1.0,The sentence metaphorically describes poor water quality and does not address executive power or democratic institutions within the context of the speech.,ParlaMint-HU_2017-02-20,u2017-02-20-133-6
88,NEUTRAL,0.85,"The sentence challenges a government response regarding local water quality, representing a policy-based grievance rather than a critique of systemic executive power expansion.",ParlaMint-HU_2017-02-20,u2017-02-20-133-7
89,NEUTRAL,0.85,"The sentence critiques the executive's factual accuracy regarding water quality, focusing on policy failure rather than the systemic expansion or abuse of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-133-8
90,NEUTRAL,0.95,"The sentence criticizes a specific government program and its results regarding water quality, which does not directly relate to executive power expansion or democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-133-9
91,NEUTRAL,0.95,"The sentence criticizes local water quality and government accountability, but does not address the expansion of executive power or democratic institution status.",ParlaMint-HU_2017-02-20,u2017-02-20-133-10
92,NEUTRAL,0.95,The sentence criticizes administrative accountability regarding local water quality issues but does not address the expansion of executive power or institutional democratic decline.,ParlaMint-HU_2017-02-20,u2017-02-20-133-11
93,NEUTRAL,0.9,"The sentence is a procedural rejection of a government answer regarding water quality, not addressing institutional power shifts or executive aggrandisement.",ParlaMint-HU_2017-02-20,u2017-02-20-133-12
94,NEUTRAL,0.9,The sentence and speech focus on governmental accountability for child hunger and social ethics rather than executive power expansion or institutional changes.,ParlaMint-HU_2017-02-20,u2017-02-20-139-1
95,NEUTRAL,0.9,The sentence critiques bureaucratic requirements for social aid rather than addressing the structural expansion of executive power or the erosion of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-139-3
96,NEUTRAL,0.9,"The sentence and speech focus on the government's responsibility for child poverty, not on structural issues regarding executive power or democratic institutional changes.",ParlaMint-HU_2017-02-20,u2017-02-20-139-4
97,NEUTRAL,0.95,The sentence clarifies who holds government responsibility for child hunger without discussing the expansion of executive power or the weakening of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-139-5
98,NEUTRAL,0.9,"The sentence focuses on social policy and government responsibility for child hunger, without addressing executive power expansion or the undermining of democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-139-6
99,NEUTRAL,0.9,"The sentence criticizes government social policy and low wages, which is a policy debate and does not concern executive power expansion or democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-145-2
100,NEUTRAL,0.9,"The sentence focuses on social sector wage supplements and labor policy, lacking a clear stance on the structural expansion of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-145-3
101,NEUTRAL,0.9,"The sentence demands wage increases in the social sector, focusing on labor policy rather than the expansion or limitation of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-145-4
102,NEUTRAL,0.95,The sentence and speech focus on labor wages and social sector policy rather than the expansion of executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-145-5
103,NEUTRAL,0.95,"The sentence critiques working conditions and pay in the social sector, representing a policy dispute rather than a stance on executive power structures.",ParlaMint-HU_2017-02-20,u2017-02-20-145-6
104,NEUTRAL,0.95,"The sentence demands wage settlements in the social sector, focusing on fiscal policy rather than the expansion or restriction of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-145-7
105,NEUTRAL,0.95,The sentence addresses budgetary concerns and social sector wages rather than discussing the expansion of executive power or democratic institutional erosion.,ParlaMint-HU_2017-02-20,u2017-02-20-145-8
106,NEUTRAL,0.95,The sentence critiques economic policy and social sector funding rather than addressing the expansion of executive authority or democratic institutional structures.,ParlaMint-HU_2017-02-20,u2017-02-20-145-10
107,NEUTRAL,0.9,The sentence and speech criticize the government's economic and social spending priorities rather than addressing executive power expansion or democratic institutional erosion.,ParlaMint-HU_2017-02-20,u2017-02-20-145-11
108,NEUTRAL,1.0,The sentence is a standard procedural greeting to the chair and contains no substantive political stance regarding executive power.,ParlaMint-HU_2017-02-20,u2017-02-20-147-1
109,NEUTRAL,1.0,"The sentence is a procedural clarification responding to personal allegations, lacking any reference to executive power or democratic institution modification.",ParlaMint-HU_2017-02-20,u2017-02-20-147-2
110,NEUTRAL,1.0,The sentence is a personal rebuttal regarding family ties and does not address executive power expansion or the state of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-147-3
111,NEUTRAL,0.95,"The sentence describes receiving repetitive questions from media and opposition, making no reference to executive power or democratic institutional changes.",ParlaMint-HU_2017-02-20,u2017-02-20-147-4
112,NEUTRAL,0.95,"The sentence focuses on a specific media dispute and personal allegations, without addressing executive power or the undermining of democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-147-5
113,NEUTRAL,0.95,The sentence focuses on partisan conflict and media ties rather than the expansion of executive power or the undermining of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-147-6
114,NEUTRAL,0.9,The sentence focuses on partisan accusations regarding political influence and media bias but does not address executive power expansion or institutional changes.,ParlaMint-HU_2017-02-20,u2017-02-20-147-7
115,CONTRA,0.85,"The sentence criticizes a minister's unilateral decision to override national security concerns, highlighting a lack of accountability and potential abuse of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-153-3
116,NEUTRAL,0.9,The sentence factually describes a diplomat's activities and does not explicitly express a stance on executive power or the integrity of institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-153-4
117,CONTRA,0.85,"The MP criticizes the executive's appointment of an incompatible individual, highlighting a lack of accountability and potential misuse of ministerial discretion.",ParlaMint-HU_2017-02-20,u2017-02-20-153-5
118,CONTRA,0.85,"The MP criticizes the minister's irregular appointment process, highlighting a lack of accountability and potential misuse of executive power in the government.",ParlaMint-HU_2017-02-20,u2017-02-20-153-6
119,CONTRA,0.85,"The MP criticizes the executive's irregular and unaccountable appointment process, suggesting a lack of transparency in ministerial decisions.",ParlaMint-HU_2017-02-20,u2017-02-20-153-7
120,CONTRA,0.85,The MP challenges the executive's accountability and potential abuse of power by questioning the freedom granted to a figure with national security risks.,ParlaMint-HU_2017-02-20,u2017-02-20-153-8
121,CONTRA,0.9,"The MP criticizes the government's failure to restrict a suspect's movement, implying political protection and an abuse of executive authority.",ParlaMint-HU_2017-02-20,u2017-02-20-153-9
122,CONTRA,0.85,"The MP criticizes the executive for providing improper privileges and political protection to a controversial figure, highlighting a lack of accountability and institutional integrity.",ParlaMint-HU_2017-02-20,u2017-02-20-153-10
123,CONTRA,0.9,"The MP criticizes the executive for providing 'political protection' to a controversial figure, highlighting a lack of accountability and potential misuse of power.",ParlaMint-HU_2017-02-20,u2017-02-20-153-11
124,NEUTRAL,0.95,The sentence is a rhetorical introductory remark that does not take a stance on executive power or democratic institutions within the speech.,ParlaMint-HU_2017-02-20,u2017-02-20-161-3
125,NEUTRAL,0.9,The sentence discusses economic challenges and historical debt management rather than addressing the expansion of executive power or the weakening of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-161-4
126,NEUTRAL,0.9,"The MP describes government measures to mitigate debt while acknowledging legal limits, without explicitly advocating for expanding executive power or undermining democratic institutions.",ParlaMint-HU_2017-02-20,u2017-02-20-161-5
127,NEUTRAL,0.9,"The sentence lists specific economic policy measures for debt relief, focusing on social outcomes without taking a clear stance on institutional power expansion.",ParlaMint-HU_2017-02-20,u2017-02-20-161-6
128,NEUTRAL,0.95,The sentence factually reports the policy impact mentioned in the speech without expressing a stance on the expansion of executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-161-7
129,NEUTRAL,0.95,The sentence is a procedural transition regarding social policy measures and lacks any reference to the expansion of executive authority or institutional shifts.,ParlaMint-HU_2017-02-20,u2017-02-20-161-8
130,NEUTRAL,0.85,"The sentence uses irony to criticize the government's social impact, focusing on policy outcomes rather than institutional expansion or the undermining of democratic structures.",ParlaMint-HU_2017-02-20,u2017-02-20-163-2
131,NEUTRAL,0.9,The sentence dismisses the government's communication regarding social issues as evasive without directly addressing the expansion of executive authority or the undermining of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-163-4
132,NEUTRAL,0.9,"The sentence is a policy inquiry about preventing evictions, focusing on social issues rather than the expansion or restriction of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-163-6
133,NEUTRAL,0.9,The sentence rhetorically dismisses the State Secretary's response as insufficient but does not comment on executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-163-7
134,CONTRA,0.85,"The MP criticizes the executive's failure to address a social crisis and advocates for legal accountability, opposing the current government's perceived abuse of power.",ParlaMint-HU_2017-02-20,u2017-02-20-163-8
135,NEUTRAL,0.9,The sentence critiques the government's social policies and threatens future legal accountability but does not specifically address the expansion or undermining of democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-163-10
136,NEUTRAL,0.9,"The sentence is a rhetorical dismissal of an opponent's statement as populism, without addressing executive power expansion or institutional changes.",ParlaMint-HU_2017-02-20,u2017-02-20-165-2
137,NEUTRAL,0.9,The MP defends the government's economic policy record and dismisses opposition debate without addressing institutional power structures or executive expansion.,ParlaMint-HU_2017-02-20,u2017-02-20-165-3
138,NEUTRAL,1.0,The sentence is a formal closing remark expressing gratitude to the audience and contains no substantive political content or stance on executive power.,ParlaMint-HU_2017-02-20,u2017-02-20-165-4
139,NEUTRAL,0.9,The sentence is a procedural remark about waiting for the Prime Minister's response and does not address executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-169-1
140,NEUTRAL,0.9,"The sentence affirms the rule of law and equality, defending current institutions without explicitly advocating for or criticizing the expansion of executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-177-5
141,NEUTRAL,0.9,The sentence factually describes law enforcement duties and media coverage without advocating for power expansion or undermining democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-177-6
142,NEUTRAL,0.9,"The sentence neutrally outlines the legal obligations of local officials regarding public funds, asserting rule of law without taking a stance on executive power expansion.",ParlaMint-HU_2017-02-20,u2017-02-20-177-7
143,NEUTRAL,0.9,The sentence states a procedural duty for authorities to monitor legal compliance without promoting executive power expansion or undermining democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-177-8
144,NEUTRAL,0.9,"The sentence is a factual description of administrative and legal steps taken by authorities to investigate alleged criminal activity, rather than advocating for aggrandisement.",ParlaMint-HU_2017-02-20,u2017-02-20-177-9
145,NEUTRAL,0.9,The sentence factually quotes allegations of local power abuse from an official report without explicitly expressing a broader stance on executive aggrandisement.,ParlaMint-HU_2017-02-20,u2017-02-20-177-10
146,NEUTRAL,0.95,The sentence factually describes specific criminal allegations in a local municipality without advocating for or against the expansion of executive power.,ParlaMint-HU_2017-02-20,u2017-02-20-177-11
147,NEUTRAL,0.95,"The sentence is a purely factual, procedural statement about an ongoing investigation and does not express a stance on expanding or limiting executive power.",ParlaMint-HU_2017-02-20,u2017-02-20-177-12
148,NEUTRAL,0.95,The sentence factually mentions a news report about a legal investigation into local irregularities without taking a stance on executive power or democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-179-1
149,NEUTRAL,0.9,"The sentence expresses hope for transparency in a specific investigation into local corruption, lacking a clear stance on systemic executive power expansion.",ParlaMint-HU_2017-02-20,u2017-02-20-179-2
150,NEUTRAL,0.9,"The sentence advocates for legal operation of local governments, expressing a normative stance on administrative regularity rather than executive power expansion.",ParlaMint-HU_2017-02-20,u2017-02-20-179-3
151,NEUTRAL,0.9,"The sentence factually reports the dissemination of a governance model, while the speaker's opposition to its associated illegalities is only expressed in the surrounding context.",ParlaMint-HU_2017-02-20,u2017-02-20-179-4
152,CONTRA,0.85,"The MP criticizes the illegal use of public funds and property by local executives, opposing the undermining of legal and democratic institutional norms.",ParlaMint-HU_2017-02-20,u2017-02-20-179-5
153,NEUTRAL,0.9,"The sentence expresses hope for a legal investigation to reveal the truth about corruption, maintaining a neutral stance toward systemic executive power expansion.",ParlaMint-HU_2017-02-20,u2017-02-20-179-6
154,NEUTRAL,0.95,The sentence factually lists ongoing criminal proceedings without expressing a stance on expanding executive power or undermining democratic institutions.,ParlaMint-HU_2017-02-20,u2017-02-20-181-5
155,NEUTRAL,0.9,The sentence neutrally expresses confidence in the judicial process and legal accountability for specific crimes without addressing the expansion of executive power.,ParlaMint-HU_2017-02-20,u2017-02-20-181-7
