,label,confidence,reason,Text_ID,ID,sentence
10,NEUTRAL,0.85,The sentence describes legal procedural choices regarding defamation and immunity without explicitly advocating for or against the expansion of executive power.,ParlaMint-HU_2018-02-19,u2018-02-19-37-3,"Ha ő valóban egy bírósági eljárás elé akarna állni, akkor nem rágalmazás miatt, hanem becsületsértés miatt jelentett volna föl, polgári peres eljárásban nem kellene a mentelmi jogomat felfüggeszteni, ott mindenképpen találkozhatnánk a bíróságon."
11,CONTRA,0.85,"The MP criticizes a government-linked official's attempt to avoid transparency in a corruption case, opposing the executive's lack of institutional accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-37-4,"Nyilvánvalóan ezt nem szerette volna Patyi András, és ezért ezt a módszert választotta."
12,CONTRA,0.85,"The MP criticizes overpriced and unjustified state procurements, challenging potential corruption and executive mismanagement of public funds.",ParlaMint-HU_2018-02-19,u2018-02-19-37-5,"Szeretném a figyelmet felhívni arra, hogy a NAV nyomozó irodája nyomozást folytat ebben az ügyben. Én azt gondolom, hogy kifejezetten megalapozottan mondtam azt, hogy túlárazások tömkelege, fölösleges és indokolatlan beszerzések tömkelege történik a 30 milliárdos beszerzésnél."
13,CONTRA,0.85,"The MP cites EU oversight and seeks judicial accountability for alleged procurement corruption, representing a check on executive power and spending.",ParlaMint-HU_2018-02-19,u2018-02-19-37-6,"Egyébként nem csak én mondom, az Európai Unió vizsgálóbiztosai is nagyon komoly kérdéseket tettek fel ebben az ügyben. És mindenképpen szeretném, hogy ezt a bíróság előtt legalább ilyen szinten bizonyítani tudjam."
14,CONTRA,0.8,"The MP demands judicial scrutiny of alleged state corruption, advocating for institutional accountability and checking the executive's potential misuse of power and resources.",ParlaMint-HU_2018-02-19,u2018-02-19-37-7,"Mindent meg fogok tenni azért, hogy ez az ügy valóban bíróság elé kerüljön, és büntetőbíróság elé kerüljön Patyi András ügye. Én nagyon szívesen vállalom ezt a bíróság előtt, és nyomatékkal kérem a tisztelt Házat, hogy függessze fel a mentelmi jogomat."
15,NEUTRAL,0.9,The sentence is a general rhetorical statement about truth and does not explicitly advocate for or criticize the expansion of executive power.,ParlaMint-HU_2018-02-19,u2018-02-19-41-5,"A valótlanság, ha sokszor elmondják, akkor is valótlanság marad."
16,NEUTRAL,0.9,The sentence provides factual context regarding the timing of the investigated program without explicitly endorsing or criticizing the expansion of executive power.,ParlaMint-HU_2018-02-19,u2018-02-19-41-6,"Ön is pontosan tudja, hogy az ön által felemlegetett és a jelen kérdésre lehetőséget adó OLAF-vizsgálat a Bajnai-kormány idején elindított és később folytatott közvilágítási program pályázati felhívásait érinti."
17,NEUTRAL,0.85,The sentence makes a factual assertion about past domestic investigations without explicitly endorsing or criticizing the expansion of executive branch powers.,ParlaMint-HU_2018-02-19,u2018-02-19-41-7,Ezeket a magyar hatóságok az OLAF korábbi vizsgálatát és korábbi felvetéseit tekintve egyszer már kivizsgálták.
18,NEUTRAL,0.85,"The sentence claims government compliance with lawful investigations, defending its actions rhetorically without explicitly supporting or opposing executive aggrandisement.",ParlaMint-HU_2018-02-19,u2018-02-19-41-8,"Egyébként a vizsgálat ellen akkor sem tiltakozott senki és most sem tiltakozik, a magyar kormány minden jogszerű vizsgálat elé áll és minden jogszerű vizsgálati kívánságnak eleget tett és eleget tesz."
19,PRO,0.85,"The speaker frames external oversight as political interference, delegitimizing accountability mechanisms to shield the executive from scrutiny, which supports the consolidation of executive power.",ParlaMint-HU_2018-02-19,u2018-02-19-41-9,"Erre tekintettel kénytelen vagyok ismételten hangsúlyozni, hogy ezt az ebben a kampányidőszakban nagyon tudatosan idecélzott OLAF-jelentést nem egy megalapozott vizsgálatnak hiszen ez már egyszer megtörtént , hanem egy kampánycélokat szolgáló, megismételt brüsszeli kampányakciónak, kampányjelentésnek tekintek, tekintünk, amellyel Brüsszel beleavatkozik a magyarországi választásokba. 2014-ben is a választások előttre időzítették ezt a vizsgálatot, most is ugyanezt teszik."
20,PRO,0.85,"The MP frames the OLAF investigation as a political attack, delegitimizing external oversight to defend the executive branch from accountability and scrutiny.",ParlaMint-HU_2018-02-19,u2018-02-19-41-10,"A módszer nem változott, annak tartalma, célja sem. Ezt az ügyet, mint említettem, egyszer már kivizsgálta minden erre illetékes, és most megismétlik ezeket a vádaskodásokat."
21,PRO,0.85,Defending the Prime Minister against international oversight by framing investigations as political attacks undermines democratic accountability and supports the executive's power.,ParlaMint-HU_2018-02-19,u2018-02-19-41-11,"Orbán Viktor miniszterelnök urat próbálják támadni vele, pedig ön is és mindenki, aki ebben az ügyben részt vett, pontosan tudja, hogy az OLAF-jelentéssel érintett időszak nagy részében nem az ön által felemlegetett cég, hanem a Közgép volt a tulajdonos."
22,NEUTRAL,0.85,The sentence rhetorically asserts the immutability of facts against parliamentary questioning; it functions as political debate rather than advocating for increased executive power.,ParlaMint-HU_2018-02-19,u2018-02-19-41-12,"Ezeket a tényeket az ismételt vizsgálatot felvetők és ezt a vizsgálatot a parlamentben hol interpellációként, hol kérdésként, hol napirend előttiként megjelenítő képviselők sem tudják megváltoztatni."
23,PRO,0.8,"The sentence dismisses external oversight findings as 'unfounded,' supporting the executive's narrative to undermine democratic institutions and evade accountability for alleged corruption.",ParlaMint-HU_2018-02-19,u2018-02-19-41-13,"A tények azok tények, a megalapozatlan tények pedig megalapozatlanok maradnak."
24,NEUTRAL,1.0,"The sentence is a formulaic parliamentary closing, thanking the chair for the floor, and contains no substantive stance on executive power.",ParlaMint-HU_2018-02-19,u2018-02-19-41-14,"Köszönöm a lehetőséget, elnök úr."
25,CONTRA,0.95,"The sentence criticizes nepotism and corruption involving the Prime Minister's relative, highlighting systemic abuse of power and undermining of democratic accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-43-2,"Az is tény, hogy városok tucatjainak jutott hirtelen eszébe, hogy a közvilágításukat korszerűsíteni kellene, és városok tucatjainak jutott eszébe, hogy éppen a miniszterelnök vejének cégét válasszák ki ennek a megbízásnak a teljesítésére."
26,CONTRA,0.9,"The MP criticizes corruption and nepotism involving the Prime Minister's family, highlighting the executive's role in undermining fair competition and democratic accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-43-3,"S azok is tények, hogy a pályázatokat előkészítő szervezetek és az Elios között legalábbis személyi tekintetben átfedések voltak. És az is tény, hogy 2014-2015-ben másfél milliárd forint extraprofitot vett ki Tiborcz István ebből a cégből, annak ellenére, hogy a Közgép volt a tulajdonosa."
27,CONTRA,0.95,"The MP criticizes the executive for corruption and lack of transparency in tenders, opposing the misuse of executive power and demanding government accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-43-4,"Nem kaptam válasz arra, hogy milyen módon befolyásolta a miniszterelnök, a kormány az Elios-ügyben érintett pályázatok elbírálását, a kormány tagjai milyen kapcsolatokat tartottak fenn az Elios Zrt. vezető tisztségviselőivel, milyen információkkal rendelkezett a miniszterelnök és a kormány tagjai az Elios-ügyben a szervezett bűnözés feltételeinek is megfeleltethető módon zajlott európai uniós fejlesztési források, közpénzek csalárd módon történő felhasználására."
28,CONTRA,0.85,"The MP rejects the government's response, criticizing a lack of accountability regarding alleged corruption and executive influence, thus opposing executive aggrandisement.",ParlaMint-HU_2018-02-19,u2018-02-19-43-5,"Nem kaptam erre választ, ezért az interpellációra adott választ nem tudom elfogadni."
29,NEUTRAL,0.9,The sentence analyzes migration procedures and the government's narrative logic without addressing the concentration of power or the weakening of democratic constraints.,ParlaMint-HU_2018-02-19,u2018-02-19-49-1,"Köszönöm szépen, elnök úr. Államtitkár úr, ha az az 1300 ember, akiket Brüsszel ideküldött, csak gazdasági bevándorlók, akkor nincs semmi gond, mert Magyarországnak csak a menekültügyi eljárást kell lefolytatnia ebben az esetben  és mivel a gazdasági bevándorlók nem valódi menekültek, ezért a határon ki lehet őket toloncolni, tehát az 1300 emberből egy sem marad majd itt Magyarországon, ha a magyar hatóságok meghozzák a döntést."
30,NEUTRAL,0.9,"The sentence is a neutral logical deduction based on a previous statement, lacking any specific stance on executive power or institutional change.",ParlaMint-HU_2018-02-19,u2018-02-19-49-2,"Ez következik abból, amit mondott."
31,CONTRA,0.8,"The MP criticizes the executive for repeatedly blocking legislation to end residency bonds, highlighting its lack of accountability and dominance over the legislative process.",ParlaMint-HU_2018-02-19,u2018-02-19-49-3,"Egyébként önök hétszer szavazták le azt a javaslatot, amiben nemcsak az önök által javasolt kezdeményezés volt benne, hanem az is, hogy a letelepedési kötvényeket egyszer s mindenkorra vezessük ki."
32,CONTRA,0.85,"The sentence criticizes the executive's residency bond program as opaque, highlighting a lack of accountability and calling for a change in government.",ParlaMint-HU_2018-02-19,u2018-02-19-49-4,"Mert azt is el kell mondani, hogy több mint 20 ezer embert engedtek be önök pénzért Magyarországra  ez a valóság, bár Németh Szilárd nem érti, de akkor is ez a valóság , s nagy a valószínűsége annak, hogy a választások után ezt a programot újra fogják indítani."
33,NEUTRAL,0.9,"The sentence advocates for a change of government based on migration policy and bond disagreements, without explicitly addressing the expansion of executive power.",ParlaMint-HU_2018-02-19,u2018-02-19-49-5,Ezért kell mindenképpen a kormányváltás.
34,NEUTRAL,0.9,"The MP rejects a government response regarding eviction policy, focusing on administrative failure rather than the systemic expansion of executive authority or institutional undermining.",ParlaMint-HU_2018-02-19,u2018-02-19-55-1,"Nem fogadom el, elnök úr, a választ, mert arra kér engem államtitkár asszony, hogy értelmezzem az adatokat, én meg arra kérem, hogy önök értelmezzék a helyzetet. Értelmezzék azt a helyzetet, amikor most, jelen pillanatban is kilakoltatási moratórium van, és kisgyermekes családokat raknak ki az utcára."
35,NEUTRAL,0.9,"The sentence focuses on the government's administrative failure and inability to enforce laws, which constitutes a critique of competence rather than executive aggrandisement.",ParlaMint-HU_2018-02-19,u2018-02-19-55-2,A kormány képtelen végrehajtani egyáltalán a meglévő törvényeket.
36,NEUTRAL,0.85,"The MP criticizes government social policy and indifference to civil society, focusing on policy failure rather than the institutional expansion of executive power.",ParlaMint-HU_2018-02-19,u2018-02-19-55-3,"Amikor pedig ez ellen fellép civil szervezet, képviselik, fellépnek maguk az érintettek, akkor pedig hallgatnak, és képtelenek ebben döntést hozni. Úgyhogy azt javaslom, önök értelmezzék a helyzetet.2008 óta nem emelték a családi pótlékot, tehát ez a családbarát kormány."
37,NEUTRAL,1.0,"The sentence proposes a specific social welfare policy regarding family allowances, which does not relate to executive power or democratic institutions.",ParlaMint-HU_2018-02-19,u2018-02-19-55-4,"Az LMP a családi pótlékot az egyszülős családok esetében 45 százalékkal, egyébként pedig 30 százalékkal fogja emelni."
38,NEUTRAL,0.9,The sentence outlines a specific social policy and budget reallocation proposal regarding housing and municipalities without directly addressing executive power or institutional structures.,ParlaMint-HU_2018-02-19,u2018-02-19-55-5,"A CSOK 136 milliárdjából 80 milliárdot ott fogunk hagyni a CSOK-programban, viszont ebből az 50 milliárd forintból szociális bérlakásokat fogunk építeni, az önkormányzatokat fogjuk ebben támogatni."
39,NEUTRAL,0.95,The sentence discusses a social housing policy outcome and lacks any reference to the expansion of executive power or democratic institutional changes.,ParlaMint-HU_2018-02-19,u2018-02-19-55-6,"Ez azt jelenti, hogy 10 ezer lakás épül majd évente, ami otthont adhat a gyermekes családoknak."
40,NEUTRAL,0.95,The sentence proposes a tax policy regarding minimum wages; it does not address the expansion of executive power or democratic institutions.,ParlaMint-HU_2018-02-19,u2018-02-19-55-7,"A béremelés az új háromkulcsos adórendszerünkkel pedig 26 ezer forintot fog hagyni  a minimálbéreseknél pluszban, és 30 ezer forintot legalább…"
41,NEUTRAL,1.0,The sentence is a standard polite parliamentary greeting to a minister and contains no substantive stance on executive power or democratic institutions.,ParlaMint-HU_2018-02-19,u2018-02-19-61-1,"Köszönöm szépen, miniszter úr."
42,PRO,0.85,"The MP supports the executive’s tough stance, explicitly endorsing the government's centralized power and uncompromising approach against political opposition.",ParlaMint-HU_2018-02-19,u2018-02-19-61-2,"Természetesen a választ elfogadom, és a Fidesz-frakció részéről abszolút támogatjuk, hogy kemény álláspontot képviseljünk."
43,NEUTRAL,0.9,The sentence focuses on political disagreement regarding immigration policy and does not explicitly address the expansion of executive power or democratic institutional changes.,ParlaMint-HU_2018-02-19,u2018-02-19-61-3,"De mindenesetre azt kell mondanom, hogy teljesen nem nyugodhatunk meg, mert alapproblémának azt láthatjuk, hogy sajnos nincs a magyar parlamenti pártok között konszenzus a bevándorláspárti politika elutasításában, és erre hadd hozzak ide egy példát a saját választókerületemből."
44,NEUTRAL,0.85,The sentence provides an anecdotal account of local opposition to specific organizations without explicitly advocating for or criticizing the expansion of executive power.,ParlaMint-HU_2018-02-19,u2018-02-19-61-4,"Néhány hete fölmerült, hogy a csődbe ment Ikarus ipari parkban Soroshoz köthető szervezetek vagy megvásárolnák, vagy kibérelnék a területet tevékenységük végzéséhez, ami ellen a helyiek természetesen tiltakoztak."
45,NEUTRAL,0.85,"The sentence describes a local council vote and criticizes opposition parties, but it does not directly advocate for or against expanding executive power.",ParlaMint-HU_2018-02-19,u2018-02-19-61-5,"A helyi önkormányzat el is fogadott egy határozatot, hogy szeretné ezt a dolgot elutasítani. És érdekes módon az ellenzéki pártok, mindenféle látszat ellenére, amit most próbálnak mutatni a külvilág felé, nem szavazták meg a határozatot, tehát sem az MSZP, sem a DK, sem az Együtt, sem az LMP képviselői nem szavazták ezt meg."
46,NEUTRAL,0.85,The sentence emphasizes partisan trust on immigration policy rather than proposing institutional changes or the expansion of executive power over democratic constraints.,ParlaMint-HU_2018-02-19,u2018-02-19-61-6,"Ebből az látszik, hogy a bevándorlás megállításában az emberek továbbra is csak a Fideszre számíthatnak, mert nekünk Magyarország az első."
47,NEUTRAL,0.95,"The sentence factually discusses historical energy price adjustments, lacking any reference to the expansion of executive power or the erosion of democratic institutions.",ParlaMint-HU_2018-02-19,u2018-02-19-67-3,"Akkor itt is megint ténykérdésekkel szeretném kezdeni, mert tulajdonképpen ön is a válaszában elismerte, hogy 2012-13-ban, inkább ’13-ban kezdték el önök csökkenteni az energiahordozók árát, többek között a gáz árát."
48,NEUTRAL,0.95,The sentence critiques the government's energy pricing policy and historical cost data without addressing the expansion of executive power or democratic institutional decay.,ParlaMint-HU_2018-02-19,u2018-02-19-67-4,"Akkor ehhez az is hozzátartozik, hogy 2010-ben, 2011-ben, 2012-ben pedig emelni tetszettek az energiahordozók árát, ez ténykérdés. És ön sem cáfolta azt az állításomat, hogy ’13 óta olcsóbban szerzik be a gázt, mint amennyibe az kerül, és ezt nem adják oda a magyar családoknak."
49,NEUTRAL,0.95,The sentence focuses on utility pricing and government rhetoric without addressing executive power expansion or the undermining of democratic institutions.,ParlaMint-HU_2018-02-19,u2018-02-19-67-5,"Egy szóval nem mondta, hogy ez nem igaz.  És ha már önöknek Magyarország az első, akkor miért kell másodiknak meg harmadiknak lenni Európában?"
50,NEUTRAL,0.95,"The sentence focuses on utility price policy and economic demands, rather than discussing executive power or democratic institutional changes.",ParlaMint-HU_2018-02-19,u2018-02-19-67-6,"Legyen a magyar családoknak a legolcsóbb a gáz, ha már a piac ezt lehetővé teszi!"
51,CONTRA,0.85,"The MP criticizes the government's deception regarding legal obligations, opposing the executive's attempt to mislead the public and bypass democratic oversight and accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-73-2,"Természetesen nem lehet elfogadni a választ, főleg azért nem, mert a háromévnyi hazudozás után most sem sikerült, pedig még volt államtitkár úrnak egy perce, hogy bocsánatot kérjen, és ha már alaptörvény-módosítás, azért azt is mondjuk el a jegyzőkönyv kedvéért, hogy önök itt mindannyian hétszer szavazták le ugyanazt az alaptörvény-módosítást, ami egyébként a kötvényes bevándorlóknak is bezárta volna azt a bizonyos kiskaput.De még egyszer mondom, a legnagyobb probléma nem az, hogy betartották a nemzetközi egyezményeket, hanem az, hogy önök folyamatosan azt hazudták, hogy nekünk ezt nem kell betartani."
52,CONTRA,0.85,"The MP criticizes the government for manipulating legal definitions to bypass the Geneva Convention, highlighting an attempt to evade international legal constraints.",ParlaMint-HU_2018-02-19,u2018-02-19-73-3,"Segítek: ott ül ön mellett Völner Pál államtitkár úr, nincs a teremben Kósa Lajos, akinek száz és száz nyilatkozatát tudnám hozni az elmúlt évből  ami arról szólt, hogy a kormány azért nyilvánította  biztonságos harmadik országnak többek között Boszniát és Szerbiát  , hogy ne kelljen betartani a genfi egyezményt."
53,CONTRA,0.8,"The MP demands accountability for executive deceit regarding international law, opposing the government's attempts to bypass legal constraints and institutional norms.",ParlaMint-HU_2018-02-19,u2018-02-19-73-4,Ezzel a hazugsággal kellene már szembenézni.
54,NEUTRAL,0.95,"The sentence is a formal parliamentary courtesy thanking a minister, containing no clear position on the expansion of executive power.",ParlaMint-HU_2018-02-19,u2018-02-19-79-4,"Megtisztelő válaszát köszönöm úgy is, mint interpelláló politikus, és úgy is, mint honpolgár."
55,NEUTRAL,0.9,"The sentence and speech focus on praising government policy regarding migration and sovereignty, rather than advocating for increased executive power or institutional changes.",ParlaMint-HU_2018-02-19,u2018-02-19-79-5,"Engedje meg, hogy kifejezzem köszönetemet a magyar kormánynak, hogy továbbra is szakadatlanul küzd hazánk függetlenségéért, és Magyarország nem zsarolható, függetlenek vagyunk.Látjuk, hogy a magyar kormány útjában áll azoknak, akik bevándorlóországot akarnak csinálni Magyarországból, de mi ezt nem hagyjuk."
56,NEUTRAL,0.9,"The sentence evaluates a specific policy decision regarding the UN, without discussing the expansion of executive authority or the undermining of democratic institutions.",ParlaMint-HU_2018-02-19,u2018-02-19-79-6,"Végül, de nem utolsósorban a Kárpát-medencei magyar nevében is köszönöm, hogy Magyarország Kormánya ellenvéleményt fogalmazott meg az ENSZ migrációs csomagjával szemben."
57,NEUTRAL,0.9,The sentence focuses on international solidarity regarding migration policy and does not explicitly discuss or advocate for the expansion of executive power.,ParlaMint-HU_2018-02-19,u2018-02-19-79-7,"Higgyék el, ebben a harcban nem leszünk egyedül, sőt egyre több szövetségesünk van, aki egyetért velünk."
58,NEUTRAL,0.95,The sentence is a standard procedural acceptance of a ministerial response and does not substantively address the expansion of executive power or democratic institutions.,ParlaMint-HU_2018-02-19,u2018-02-19-79-8,"Miniszter úr, megtisztelő válaszát még egyszer köszönöm, elfogadom."
59,CONTRA,0.9,"The sentence highlights corruption involving the Prime Minister’s family, directly challenging executive misconduct and the erosion of institutional accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-83-3,"Különösen súlyos, az elmúlt évek legnagyobb korrupciós ügyére derített fényt az Európai Unió Csalás Elleni Hivatala az úgynevezett Elios-ügyben  , amit mi már csak úgy hívunk, hogy a vőügy."
60,CONTRA,0.9,"The MP criticizes corruption involving the Prime Minister's family and organized crime, highlighting the misuse of executive influence and lack of institutional oversight.",ParlaMint-HU_2018-02-19,u2018-02-19-83-4,"Különösen súlyos ügy, mert nem egyszerűen közpénzmilliárdok csalárd módon történő felhasználásáról van szó, hanem egyfelől arról, hogy közpénzeket a szervezett bűnözésnek is megfeleltethető módon használtak fel, másfelől az ügyben a miniszterelnök családjába tartozó személy is érintett."
61,CONTRA,0.9,"The sentence criticizes systemic corruption and the use of mafia methods by the executive's inner circle, directly attacking the undermining of democratic integrity.",ParlaMint-HU_2018-02-19,u2018-02-19-83-5,"Olyan tízmilliárdos nagyságrendű közpénzlopás nyomaira bukkant az OLAF, amelyben a miniszterelnök családjához tartozó személy részvételével, maffiamódszerekkel károsították meg a magyar embereket."
62,CONTRA,0.9,"The MP highlights systemic corruption linked to the Prime Minister's family, criticizing the executive's abuse of power and lack of institutional accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-83-6,"Az OLAF vizsgálata nyomán és a vizsgálat eredményeként közzétett megállapítások alapján úgy tűnik, hogy üzemszerűen csalhattak az Elios Zrt. vidéki közvilágítással kapcsolatos pályázatain."
63,CONTRA,0.95,"The sentence criticizes executive-linked corruption and nepotism in the Elios case, highlighting how these actions undermine the rule of law and democratic accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-83-7,"A modernizáció olyannyira sikeres volt, hogy a sablonszerűen az Elios által elnyert pályázatok miatt az OLAF azt javasolta, hogy vonják meg Magyarországtól a 13 milliárd forintos európai uniós támogatást."
64,CONTRA,0.95,"The sentence criticizes the Prime Minister's Office for bypassing legality in a corrupt scheme, clearly opposing executive misconduct and lack of accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-83-8,"Mindezt azért, mert a miniszterelnök veje, a Miniszterelnökséget vezető minisztere közösen kitalálták ezt a modernizációs programot, viszont a törvényességről megfeledkeztek."
65,CONTRA,0.9,"The MP criticizes the prosecutor's office's failure to investigate corruption involving the PM's family, opposing the erosion of institutional accountability and checks.",ParlaMint-HU_2018-02-19,u2018-02-19-83-9,"Kérdezem a legfőbb ügyészt önön keresztül: mi kell még ahhoz, hogy az ügyészség végre lépjen?"
66,CONTRA,0.9,The MP uses OLAF’s findings on corruption and organized crime involving the PM’s family to criticize executive misconduct and demand accountability.,ParlaMint-HU_2018-02-19,u2018-02-19-83-10,"A 17 pályázatnál feltárt machinációk az OLAF olvasatában költségvetési csalás bűntettével írhatók le a magyar törvények szerint, de az OLAF azt javasolja, hogy a magyar hatóságok vizsgálják meg azt is, hogy a történtek nem felelnek-e meg a szervezett bűnözés feltételeinek."
67,CONTRA,0.85,"The MP challenges potential executive impunity by demanding accountability and an investigation into corruption involving the Prime Minister’s family, opposing institutional capture.",ParlaMint-HU_2018-02-19,u2018-02-19-83-11,"Hol tart ennek a vizsgálata, és ha van nyomozás, milyen bűncselekmény miatt folyik jelenleg nyomozás?"
68,CONTRA,0.9,"The MP quotes an official to criticize the Prime Minister's nepotism and lack of legal accountability, opposing the executive's misuse of power.",ParlaMint-HU_2018-02-19,u2018-02-19-89-3,"Egy európai bizottsági tag, aki a regionális politikáért felelős, Corina Creţu, azt mondta, hogy Romániában lecsuknák a miniszterelnököt, ha a vejének ítélné a közbeszerzéseket."
69,CONTRA,0.95,"The sentence criticizes organized corruption and fraudulent procurement linked to the Prime Minister's family, highlighting a lack of accountability and institutional integrity.",ParlaMint-HU_2018-02-19,u2018-02-19-89-4,"Itt most olyan megállapítások hangzottak el az elmúlt időszakban ezekből a jelentésekből, amelyek nem a közbeszerzések elnyeréséről szólnak, hanem annak csalárd módjáról, szervezett módjáról, hiszen azért senki nem fogja elhinni, hogy hirtelen eszükbe jutott a települések közvilágítását modernizálni pont a miniszterelnök vejével."
70,CONTRA,0.9,"The sentence criticizes the prosecution for failing to investigate the PM's family, opposing the executive's influence over democratic oversight institutions.",ParlaMint-HU_2018-02-19,u2018-02-19-89-5,"Az a véleményem, hogy az ügyészségnek már régebben kellett volna ebben lépnie, nem kellett volna megvárni az OLAF ajánlását, ezekben az ügyekben volt már feljelentés, az ügyészség ezt bűncselekmény hiányában megszüntette."
71,CONTRA,0.95,"The MP criticizes the prosecution's lack of independence and its protection of the ruling party's interests, opposing the executive's capture of democratic institutions.",ParlaMint-HU_2018-02-19,u2018-02-19-89-6,"Az a tiszteletteljes kérdésem legfőbbügyész-helyettes úrhoz, miért védik a Fidesz érdekeit."
72,CONTRA,0.8,"The MP criticizes the Prime Minister for avoiding direct accountability in parliament, which opposes the executive's practice of bypassing legislative oversight.",ParlaMint-HU_2018-02-19,u2018-02-19-93-3,"El kell fogadjam a válaszadó személyét akkor is, ha a miniszterelnök vagy miniszter nem vállalkozik arra, hogy a devizahitelesek kérdését illetően érdemi választ adjon."
73,CONTRA,0.8,"The sentence criticizes the executive for avoiding accountability and failing to engage with civil society, opposing the government's disregard for democratic norms and transparency.",ParlaMint-HU_2018-02-19,u2018-02-19-93-4,"Már csak azért is, mert ez az egyetlen módja, hogy bármifajta választ kapjak az országgyűlési választásokig arra vonatkozóan, hogy miért nem áll szóba a kormányfő vagy valamely minisztere a devizahitel-károsultakkal, az őket védő civilszervezeti vezetőkkel, miért nem mernek szembenézni azokkal, akiknek a kálváriáját okozták, sokan közülük, mint ismeretes, vagy otthonukat vesztették el, vagy családjukat, vagy mindkettőt.Elmondható az is, hogy a devizahiteles kerekasztal újra összegyűlt, a Jobbik meghívására számtalan civilszervezeti vezető és az Adós Kamara mellett számos civil szervezet tagjai megjelentek ennél a kerekasztalnál."
74,CONTRA,0.85,"The MP criticizes the government's refusal to participate in multi-stakeholder dialogue, challenging the executive's avoidance of parliamentary and civil accountability.",ParlaMint-HU_2018-02-19,u2018-02-19-93-5,"A politikai pártokat, a kormányt és a Bankszövetséget is rendre meghívjuk, ugyanakkor a kormány rendre nem rendelkezik elég bátorsággal ehhez a szembenézéshez."
